FAN	FAN_PREDICTOR	HALF	t	nss_mean	nss_nanmean	n_nan	n_subjects	method	dt	n_norm	SIGMA_X	SIGMA_Y	SIGMA_T	dt_max	qf0	qf1	qf2	qf3	qf4	qf5	qf6	qf7	qf8	nss0	nss1	nss2	nss3	nss4	nss5	total_time
BVB	FCB	1	2250000000	nan	2.455342e+00	1	6	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	12	12	0	5	12	12	13	12	-1.884808e-01	-2.988410e-01	-1.964982e-01	nan	6.754684e+00	6.205847e+00	43.494000
BVB	FCB	1	2250040000	nan	2.604295e+00	1	6	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	12	12	2	7	12	13	12	13	-1.854678e-01	-3.245835e-01	-1.770886e-01	nan	8.158928e+00	5.549685e+00	43.520000
BVB	FCB	1	2250080000	nan	2.264250e+00	1	6	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	11	11	5	9	13	12	13	12	1.516317e-01	6.189711e-01	-1.682018e-01	nan	6.969506e+00	3.749342e+00	43.602000
BVB	FCB	1	2250120000	nan	2.198234e+00	2	6	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	11	12	7	12	12	13	13	13	2.236693e-01	8.233513e-01	2.360181e-02	nan	7.722314e+00	nan	35.319000
BVB	FCB	1	2250160000	nan	1.203637e+00	1	6	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	11	12	8	13	13	13	12	13	-1.966772e-01	5.551027e-01	1.723018e-01	nan	5.797427e+00	-3.099695e-01	44.179000
BVB	FCB	1	2250200000	nan	9.768038e-01	1	6	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	11	12	10	12	13	12	13	13	-3.144715e-01	6.578990e-01	8.794558e-01	nan	3.997487e+00	-3.363519e-01	44.350000
BVB	FCB	1	2250240000	nan	7.739018e-01	1	6	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	11	12	10	13	12	12	12	13	-3.252361e-01	2.766862e-01	4.785293e-01	nan	3.694931e+00	-2.554010e-01	44.086000
BVB	FCB	1	2250280000	nan	5.460501e-01	1	6	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	11	12	11	12	13	12	12	12	-3.058810e-01	-1.967324e-01	2.822661e-01	nan	3.279788e+00	-3.291899e-01	44.086000
BVB	FCB	1	2250320000	nan	8.049811e-01	1	6	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	12	12	11	13	12	12	13	13	-2.257071e-01	3.204179e-01	1.045264e+00	nan	3.226290e+00	-3.413600e-01	44.507000
BVB	FCB	1	2250360000	nan	1.369452e+00	1	6	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	12	12	12	13	13	13	12	13	3.251453e+00	-7.513225e-02	1.401115e-01	nan	3.834971e+00	-3.041431e-01	44.647000
