FAN	FAN_PREDICTOR	HALF	t	nss_mean	nss_nanmean	n_nan	n_subjects	method	dt	n_norm	SIGMA_X	SIGMA_Y	SIGMA_T	dt_max	qf0	qf1	qf2	qf3	qf4	qf5	nss0	nss1	nss2	nss3	nss4	nss5	nss6	nss7	nss8	total_time
FCB	BVB	1	493520000	6.332836e+00	6.332836e+00	0	9	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	13	8	13	1	0	6.149816e+00	6.810538e+00	8.171457e+00	8.240713e+00	4.537005e+00	-1.886816e-01	8.340636e+00	6.828988e+00	8.105048e+00	22.916000
FCB	BVB	1	493560000	6.219231e+00	6.219231e+00	0	9	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	12	8	12	0	0	4.788309e+00	6.400892e+00	9.355729e+00	8.440219e+00	4.113825e+00	-1.744755e-01	9.080197e+00	5.436874e+00	8.531510e+00	23.120000
FCB	BVB	1	493600000	5.354753e+00	5.354753e+00	0	9	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	13	9	13	2	0	4.883633e+00	6.068336e+00	8.750612e+00	6.187569e-01	4.753487e+00	7.376153e-01	9.654319e+00	4.521610e+00	8.204412e+00	23.291000
FCB	BVB	1	493640000	4.831921e+00	4.831921e+00	0	9	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	13	9	13	4	0	-1.999152e-01	5.923699e+00	9.169449e+00	4.016225e-01	4.234441e+00	9.172251e-01	9.245327e+00	6.150868e+00	7.644574e+00	23.602000
FCB	BVB	1	493680000	4.938536e+00	4.938536e+00	0	9	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	14	12	10	13	7	0	-2.391740e-01	3.450703e+00	9.132350e+00	4.823534e+00	4.123098e+00	1.228302e-01	9.258299e+00	6.108736e+00	7.666446e+00	23.837000
FCB	BVB	1	493720000	5.346780e+00	5.346780e+00	0	9	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	13	9	13	9	0	-2.080593e-01	4.438130e+00	9.880970e+00	6.358704e+00	3.590478e+00	2.279186e+00	8.588587e+00	5.460055e+00	7.732967e+00	23.759000
FCB	BVB	1	493760000	4.478031e+00	4.478031e+00	0	9	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	12	10	12	12	0	-2.443140e-01	4.504477e+00	8.963383e+00	4.701342e+00	1.626066e+00	2.681913e+00	8.894535e+00	2.820944e+00	6.353931e+00	23.837000
FCB	BVB	1	493800000	4.647332e+00	4.647332e+00	0	9	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	13	10	13	13	0	-2.391561e-01	5.159068e+00	9.933358e+00	5.034072e+00	2.115070e+00	2.823269e+00	8.845682e+00	3.382614e+00	4.772009e+00	23.916000
FCB	BVB	1	493840000	5.016480e+00	5.016480e+00	0	9	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	13	10	12	12	0	-2.346893e-01	4.982726e+00	9.336571e+00	4.919417e+00	3.180512e+00	3.430609e+00	9.045639e+00	4.266301e+00	6.221237e+00	23.774000
FCB	BVB	1	493880000	5.223433e+00	5.223433e+00	0	9	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	12	9	13	13	0	3.460023e+00	5.166671e+00	8.348945e+00	5.424412e+00	4.181765e+00	2.046558e+00	8.072547e+00	4.047004e+00	6.262970e+00	23.868000
FCB	BVB	1	493920000	4.997289e+00	4.997289e+00	0	9	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	13	11	13	13	0	3.697791e+00	5.053625e+00	7.823501e+00	-1.824604e-01	4.491399e+00	4.674572e+00	8.838638e+00	5.165984e+00	5.412549e+00	25.818000
FCB	BVB	1	493960000	4.808027e+00	4.808027e+00	0	9	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	12	10	12	13	0	2.340417e+00	2.340468e+00	9.294222e+00	-2.236107e-01	3.297874e+00	6.333606e+00	9.213373e+00	5.220630e+00	5.455264e+00	23.993000
FCB	BVB	1	494000000	5.289147e+00	5.289147e+00	0	9	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	13	9	13	13	0	3.746320e+00	4.558177e+00	6.648762e+00	-2.103994e-01	4.820111e+00	7.854611e+00	9.410434e+00	4.249662e+00	6.524649e+00	23.836000
FCB	BVB	1	494040000	4.914929e+00	4.914929e+00	0	9	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	12	7	12	12	0	4.101988e+00	5.288680e+00	6.768291e+00	-2.187768e-01	4.248585e+00	5.458316e+00	8.578526e+00	3.306889e+00	6.701863e+00	23.790000
FCB	BVB	1	494080000	4.580805e+00	4.580805e+00	0	9	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	13	7	13	13	0	3.555777e+00	3.223010e+00	8.045306e+00	-2.178328e-01	3.974708e+00	5.990000e+00	8.335319e+00	3.290292e+00	5.030669e+00	23.790000
FCB	BVB	1	494120000	5.072072e+00	5.072072e+00	0	9	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	13	6	13	13	0	4.525347e+00	3.899787e+00	7.167671e+00	-2.239788e-01	4.694973e+00	6.421154e+00	8.296763e+00	4.596049e+00	6.270883e+00	23.837000
FCB	BVB	1	494160000	5.161915e+00	5.161915e+00	0	9	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	12	6	13	12	0	2.314194e+00	4.264057e+00	8.781597e+00	-2.207399e-01	4.500236e+00	6.484784e+00	9.303223e+00	4.573678e+00	6.456201e+00	23.587000
FCB	BVB	1	494200000	5.052145e+00	5.052145e+00	0	9	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	13	7	13	13	0	4.111993e+00	4.940040e+00	8.109362e+00	-2.227092e-01	4.257894e+00	6.347870e+00	8.614845e+00	2.931517e+00	6.378491e+00	23.962000
FCB	BVB	1	494240000	5.303507e+00	5.303507e+00	0	9	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	13	9	12	12	0	4.273415e+00	3.567443e+00	7.984648e+00	-2.217707e-01	4.383306e+00	7.753023e+00	8.707050e+00	4.040328e+00	7.244123e+00	23.666000
FCB	BVB	1	494280000	5.485592e+00	5.485592e+00	0	9	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	13	9	13	12	0	4.478144e+00	3.603224e+00	8.875370e+00	-2.103774e-01	2.735210e+00	6.620779e+00	1.013323e+01	5.588364e+00	7.546388e+00	23.759000
FCB	BVB	1	494320000	5.925252e+00	5.925252e+00	0	9	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	13	9	11	12	0	4.595629e+00	3.628392e+00	8.692766e+00	-2.151096e-01	6.206531e+00	7.478006e+00	9.306499e+00	5.044002e+00	8.590547e+00	23.805000
FCB	BVB	1	494360000	6.477113e+00	6.477113e+00	0	9	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	12	10	12	12	0	5.680799e+00	4.025278e+00	9.056846e+00	-2.107853e-01	7.912954e+00	7.704030e+00	9.433292e+00	6.469678e+00	8.221927e+00	23.650000
FCB	BVB	1	494400000	nan	5.863278e+00	1	9	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	12	11	12	13	0	5.795730e+00	7.248217e+00	9.010082e+00	-2.002155e-01	5.159950e+00	7.112605e+00	nan	5.121527e+00	7.658328e+00	21.075000
FCB	BVB	1	494440000	5.997269e+00	5.997269e+00	0	9	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	13	10	12	12	0	6.053431e+00	6.931708e+00	8.945665e+00	3.736874e+00	5.151877e+00	6.883732e+00	-1.981099e-01	7.394475e+00	9.075769e+00	23.853000
FCB	BVB	1	494480000	5.847779e+00	5.847779e+00	0	9	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	12	12	12	13	0	7.218547e+00	6.400743e+00	7.320571e+00	4.474577e+00	5.693903e+00	6.147377e+00	-2.126112e-01	7.011315e+00	8.575584e+00	23.993000
FCB	BVB	1	494520000	5.360145e+00	5.360145e+00	0	9	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	13	13	12	12	0	6.599147e+00	4.192689e+00	7.815222e+00	3.677287e+00	4.622694e+00	6.176981e+00	8.686381e-01	5.547704e+00	8.740940e+00	24.102000
FCB	BVB	1	494560000	6.671960e+00	6.671960e+00	0	9	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	13	12	13	12	0	6.774776e+00	6.113110e+00	8.075066e+00	5.015537e+00	7.419010e+00	5.677280e+00	6.092728e+00	7.000613e+00	7.879520e+00	23.930000
FCB	BVB	1	494600000	6.755201e+00	6.755201e+00	0	9	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	13	12	12	13	0	6.328839e+00	6.528520e+00	8.282732e+00	6.144569e+00	8.146559e+00	5.363825e+00	6.428656e+00	6.976233e+00	6.596873e+00	24.055000
FCB	BVB	1	494640000	6.301571e+00	6.301571e+00	0	9	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	13	11	13	12	0	5.928078e+00	6.453189e+00	8.216916e+00	6.444560e+00	4.668147e+00	5.924049e+00	3.958145e+00	7.599647e+00	7.521404e+00	24.071000
FCB	BVB	1	494680000	6.654815e+00	6.654815e+00	0	9	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	12	11	13	13	0	5.942166e+00	6.291562e+00	8.435337e+00	6.122585e+00	2.749301e+00	6.835221e+00	7.451792e+00	8.203386e+00	7.861989e+00	23.821000
FCB	BVB	1	494720000	6.950475e+00	6.950475e+00	0	9	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	13	9	13	13	0	6.303066e+00	7.141169e+00	8.494548e+00	7.007731e+00	4.257995e+00	6.713446e+00	7.482645e+00	7.053613e+00	8.100064e+00	23.868000
FCB	BVB	1	494760000	7.211667e+00	7.211667e+00	0	9	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	12	11	13	12	0	5.610498e+00	6.279652e+00	9.142849e+00	5.725800e+00	6.166640e+00	7.426430e+00	8.433717e+00	8.014802e+00	8.104615e+00	23.915000
FCB	BVB	1	494800000	7.003389e+00	7.003389e+00	0	9	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	13	11	12	13	0	6.284198e+00	7.284629e+00	8.292136e+00	6.528159e+00	5.605777e+00	5.645261e+00	9.087503e+00	6.724514e+00	7.578324e+00	23.931000
FCB	BVB	1	494840000	7.364101e+00	7.364101e+00	0	9	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	13	10	13	13	0	6.022712e+00	6.769663e+00	8.813212e+00	6.873930e+00	4.865980e+00	7.145772e+00	9.304205e+00	8.277275e+00	8.204163e+00	23.914000
FCB	BVB	1	494880000	7.543336e+00	7.543336e+00	0	9	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	12	10	13	13	0	5.765662e+00	8.362271e+00	9.091299e+00	5.445977e+00	6.200499e+00	7.647952e+00	8.726302e+00	8.052182e+00	8.597883e+00	23.900000
FCB	BVB	1	494920000	7.306269e+00	7.306269e+00	0	9	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	13	10	13	13	0	7.769754e+00	6.777442e+00	8.558519e+00	-5.988228e-02	8.848851e+00	8.448465e+00	9.432622e+00	8.407251e+00	7.573401e+00	23.774000
FCB	BVB	1	494960000	7.112160e+00	7.112160e+00	0	9	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	13	10	13	13	0	6.070965e+00	6.847767e+00	9.157648e+00	2.838303e-01	8.906851e+00	7.139990e+00	9.425828e+00	8.376544e+00	7.800015e+00	23.977000
FCB	BVB	1	495000000	5.747528e+00	5.747528e+00	0	9	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	13	8	12	13	0	-1.998575e-01	4.956958e+00	8.682566e+00	3.069104e-01	8.608208e+00	5.985025e+00	8.465449e+00	8.193824e+00	6.728671e+00	23.775000
FCB	BVB	1	495040000	nan	5.706017e+00	1	9	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	12	9	13	12	0	nan	6.004940e+00	8.823821e+00	2.904874e-01	2.922293e+00	3.934659e+00	8.061065e+00	7.853173e+00	7.757698e+00	21.247000
FCB	BVB	1	495080000	5.087000e+00	5.087000e+00	0	9	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	11	9	12	12	0	-2.177531e-01	6.706104e+00	9.119105e+00	-3.969778e-02	4.013267e+00	3.297466e+00	8.534302e+00	7.983241e+00	6.386966e+00	23.712000
FCB	BVB	1	495120000	5.253060e+00	5.253060e+00	0	9	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	12	9	13	12	0	-1.867562e-01	6.360942e+00	9.320804e+00	3.283547e-01	5.057872e+00	2.798720e+00	8.818236e+00	7.862281e+00	6.917084e+00	23.916000
FCB	BVB	1	495160000	6.838537e+00	6.838537e+00	0	9	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	11	8	13	11	0	5.289730e+00	7.514990e+00	8.305383e+00	2.680430e+00	8.188108e+00	3.670390e+00	8.840883e+00	8.139061e+00	8.917857e+00	23.681000
FCB	BVB	1	495200000	6.608643e+00	6.608643e+00	0	9	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	11	12	7	13	12	0	8.810476e+00	6.684985e+00	8.561372e+00	1.842510e+00	6.285697e+00	1.614033e+00	8.688486e+00	8.295978e+00	8.694252e+00	23.806000
FCB	BVB	1	495240000	6.124567e+00	6.124567e+00	0	9	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	10	12	9	13	12	0	9.055571e+00	-2.166092e-01	9.093932e+00	2.912188e+00	7.304018e+00	1.463285e+00	8.903711e+00	8.155859e+00	8.449151e+00	23.805000
FCB	BVB	1	495280000	5.967332e+00	5.967332e+00	0	9	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	10	12	8	12	13	0	9.456449e+00	-2.109423e-01	8.693117e+00	3.286019e+00	7.993975e+00	-2.072045e-01	9.177599e+00	7.016579e+00	8.500397e+00	23.759000
FCB	BVB	1	495320000	6.437261e+00	6.437261e+00	0	9	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	11	13	9	13	13	0	9.286281e+00	-2.052126e-01	9.501976e+00	4.590920e+00	8.140693e+00	-2.013782e-01	8.417538e+00	9.529599e+00	8.874930e+00	23.759000
FCB	BVB	1	495360000	6.950682e+00	6.950682e+00	0	9	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	10	12	10	12	13	0	9.382871e+00	-2.017253e-01	9.025163e+00	7.159415e+00	9.841030e+00	-2.025432e-01	9.256653e+00	9.083776e+00	9.211496e+00	23.775000
FCB	BVB	1	495400000	6.913381e+00	6.913381e+00	0	9	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	13	11	13	13	0	8.952609e+00	-1.999325e-01	8.655710e+00	9.002824e+00	9.236253e+00	-1.995215e-01	8.577040e+00	9.574298e+00	8.621147e+00	24.039000
FCB	BVB	1	495440000	7.215361e+00	7.215361e+00	0	9	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	13	11	13	12	0	8.838748e+00	-2.015127e-01	8.718377e+00	8.813260e+00	1.015680e+01	-1.981156e-01	9.048026e+00	1.045195e+01	9.310717e+00	23.884000
FCB	BVB	1	495480000	7.587002e+00	7.587002e+00	0	9	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	13	9	13	10	0	9.768126e+00	1.900281e+00	8.734857e+00	9.222495e+00	1.004125e+01	-1.949766e-01	9.686286e+00	9.999711e+00	9.124981e+00	23.603000
FCB	BVB	1	495520000	7.341630e+00	7.341630e+00	0	9	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	13	11	13	7	0	9.641196e+00	1.359781e+00	9.243850e+00	7.856160e+00	9.401265e+00	-2.185575e-01	9.139064e+00	9.960862e+00	9.691050e+00	23.853000
FCB	BVB	1	495560000	7.467739e+00	7.467739e+00	0	9	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	13	10	12	5	0	9.646932e+00	2.004873e+00	9.967639e+00	8.534241e+00	8.993778e+00	-2.098107e-01	9.230292e+00	9.380269e+00	9.661441e+00	23.322000
FCB	BVB	1	495600000	8.321548e+00	8.321548e+00	0	9	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	10	12	9	13	3	0	9.003349e+00	2.737816e+00	9.723156e+00	7.626262e+00	9.590157e+00	7.429310e+00	9.898939e+00	1.037934e+01	8.505611e+00	23.025000
FCB	BVB	1	495640000	8.498108e+00	8.498108e+00	0	9	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	10	10	9	13	0	0	9.203053e+00	3.199717e+00	9.144727e+00	8.768253e+00	7.799921e+00	8.941325e+00	1.010110e+01	1.009352e+01	9.231360e+00	22.963000
FCB	BVB	1	495680000	7.637206e+00	7.637206e+00	0	9	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	10	9	8	13	0	0	9.007735e+00	2.306260e+00	8.123238e+00	9.393783e+00	7.871107e+00	4.750325e+00	9.353821e+00	9.867779e+00	8.060806e+00	22.807000
FCB	BVB	1	495720000	5.818926e+00	5.818926e+00	0	9	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	10	7	13	2	0	6.639865e+00	1.568742e+00	5.671007e+00	7.387036e+00	4.924780e+00	3.064604e+00	6.733408e+00	8.052693e+00	8.328197e+00	23.088000
FCB	BVB	1	495760000	5.029146e+00	5.029146e+00	0	9	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	11	9	7	12	5	0	9.362264e+00	6.582973e-02	3.247498e+00	6.597733e+00	2.744086e+00	8.729339e-01	8.126160e+00	5.505431e+00	8.740378e+00	23.104000
FCB	BVB	1	495800000	5.194121e+00	5.194121e+00	0	9	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	11	10	7	13	7	0	9.750919e+00	1.686405e+00	7.843882e+00	2.967009e+00	2.631355e+00	5.875119e-01	7.508444e+00	4.495710e+00	9.275852e+00	23.244000
FCB	BVB	1	495840000	4.511877e+00	4.511877e+00	0	9	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	10	8	12	9	0	7.264115e+00	3.144854e+00	7.698242e+00	1.596603e+00	3.519945e-01	8.241084e-01	6.658135e+00	4.692272e+00	8.376567e+00	23.182000
FCB	BVB	1	495880000	4.139337e+00	4.139337e+00	0	9	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	12	8	13	12	0	6.127514e+00	4.706186e+00	7.371401e+00	-1.796308e-01	3.316792e+00	1.401663e+00	5.139054e+00	5.479226e+00	3.891828e+00	23.571000
FCB	BVB	1	495920000	nan	3.472509e+00	1	9	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	11	9	13	13	0	6.122372e+00	4.096483e+00	3.741629e+00	5.209659e+00	nan	-2.780367e-01	4.150576e+00	4.300709e+00	4.366801e-01	21.076000
FCB	BVB	1	495960000	nan	3.452305e+00	1	9	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	12	9	13	12	0	-3.348245e-01	4.378618e+00	5.718833e+00	5.144207e+00	nan	-2.904695e-01	6.584446e+00	3.357045e+00	3.060582e+00	21.154000
FCB	BVB	1	496000000	1.836867e+00	1.836867e+00	0	9	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	12	10	13	13	0	-2.368250e-01	3.711544e+00	5.707862e+00	-1.018569e-01	-3.040509e-01	-3.269557e-01	3.347797e+00	4.077881e+00	6.564115e-01	23.712000
FCB	BVB	1	496040000	3.000918e+00	3.000918e+00	0	9	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	13	9	12	12	0	3.586660e-01	3.375515e+00	4.718423e+00	5.561563e+00	-3.380000e-01	-2.228343e-01	5.089709e+00	3.850696e+00	4.614523e+00	23.618000
FCB	BVB	1	496080000	nan	3.913906e+00	1	9	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	13	11	13	13	0	1.636990e-01	1.008591e-01	7.101186e+00	5.000556e+00	1.255084e+00	nan	6.823445e+00	3.727984e+00	7.138438e+00	21.185000
FCB	BVB	1	496120000	2.959792e+00	2.959792e+00	0	9	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	13	10	12	12	0	-1.001906e-01	-2.319503e-02	7.481831e+00	3.451955e+00	-2.593135e-01	7.071465e-01	5.270800e+00	3.310630e+00	6.798464e+00	23.774000
FCB	BVB	1	496160000	3.167522e+00	3.167522e+00	0	9	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	13	10	12	12	0	-1.221503e-01	-2.527542e-01	8.561420e+00	4.193618e+00	2.140688e+00	4.636052e-01	2.908374e+00	3.148162e+00	7.466738e+00	23.962000
FCB	BVB	1	496200000	nan	3.103817e+00	1	9	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	13	10	12	13	0	6.220865e-02	8.138072e-02	8.799375e+00	8.014253e-01	2.690431e+00	nan	2.481049e+00	2.434896e+00	7.479767e+00	21.232000
FCB	BVB	1	496240000	nan	3.377512e+00	1	9	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	13	10	12	13	0	-6.720730e-02	1.324249e+00	7.272347e+00	2.543624e+00	3.861536e+00	nan	2.985600e+00	1.724112e+00	7.375839e+00	21.372000
FCB	BVB	1	496280000	nan	4.314100e+00	2	9	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	11	10	12	13	0	nan	6.626091e+00	6.977521e+00	3.746695e+00	6.991679e+00	nan	-3.479374e-01	2.281547e+00	3.923104e+00	18.439000
FCB	BVB	1	496320000	2.655008e+00	2.655008e+00	0	9	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	12	10	11	13	0	-3.088993e-01	5.600603e+00	3.725758e+00	-2.446821e-01	6.142275e+00	2.584082e+00	-3.576367e-01	2.054543e+00	4.699027e+00	23.698000
FCB	BVB	1	496360000	2.204531e+00	2.204531e+00	0	9	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	12	11	13	12	0	3.998329e+00	4.220166e+00	-4.315893e-02	3.581264e+00	5.226987e+00	2.590148e+00	-3.724399e-01	9.448319e-01	-3.053458e-01	23.774000
FCB	BVB	1	496400000	1.869148e+00	1.869148e+00	0	9	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	11	11	12	13	0	1.752681e+00	2.909094e+00	3.181184e+00	5.778335e-01	3.473496e+00	3.726509e+00	-3.019086e-01	4.933270e-01	1.010115e+00	23.868000
