FAN	FAN_PREDICTOR	HALF	t	nss_mean	nss_nanmean	n_nan	n_subjects	method	dt	n_norm	SIGMA_X	SIGMA_Y	SIGMA_T	dt_max	qf0	qf1	qf2	qf3	qf4	qf5	nss0	nss1	nss2	nss3	nss4	nss5	nss6	nss7	nss8	total_time
FCB	BVB	1	2497240000	8.785695e-01	8.785695e-01	0	9	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	13	11	0	12	11	-3.375156e-01	-3.550375e-01	1.631107e+00	4.779473e+00	2.477292e+00	-3.576528e-01	-4.022542e-01	8.312821e-01	-3.595673e-01	41.184000
FCB	BVB	1	2497280000	7.281639e-01	7.281639e-01	0	9	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	12	11	0	13	11	-3.404122e-01	-3.596257e-01	2.140523e+00	4.673169e+00	1.821183e+00	-3.457614e-01	-3.409793e-01	-2.822674e-01	-4.123535e-01	33.712000
FCB	BVB	1	2497320000	8.116374e-01	8.116374e-01	0	9	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	13	9	0	13	12	-1.159560e-01	-2.449652e-01	2.824141e+00	4.994803e+00	1.262301e+00	-4.022778e-01	-3.590884e-01	-2.944600e-01	-3.597607e-01	37.753000
FCB	BVB	1	2497360000	-2.422850e-02	-2.422850e-02	0	9	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	13	9	0	13	11	-2.820354e-02	-3.605527e-01	-3.665982e-01	-3.559139e-01	9.793758e-01	-3.559117e-01	-3.310523e-01	9.563840e-01	-3.555840e-01	36.223000
FCB	BVB	1	2497400000	2.148022e-01	2.148022e-01	0	9	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	11	13	9	0	13	11	5.863648e-02	-2.310884e-01	2.622032e+00	-3.718588e-01	-2.208792e-01	-3.654369e-01	-3.542009e-01	8.004399e-01	-4.423984e-03	42.619000
FCB	BVB	1	2497440000	3.238355e-01	3.238355e-01	0	9	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	13	9	0	12	13	-1.804110e-01	-2.648249e-01	2.713998e+00	-4.406087e-01	7.288301e-01	1.531835e-01	-3.550773e-01	9.144820e-01	-3.550525e-01	36.302000
FCB	BVB	1	2497480000	8.631951e-01	8.631951e-01	0	9	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	11	12	9	0	13	13	-3.564977e-01	-4.138433e-01	2.467468e+00	-3.674760e-01	8.964198e-01	1.400594e+00	-3.568439e-01	7.806455e-01	3.718290e+00	34.928000
FCB	BVB	1	2497520000	1.248244e+00	1.248244e+00	0	9	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	13	8	0	13	12	-3.527282e-01	-4.118367e-01	3.742536e+00	-3.559920e-01	-2.929970e-01	2.812027e-01	3.042870e+00	8.717002e-01	4.709444e+00	37.580000
FCB	BVB	1	2497560000	1.699668e+00	1.699668e+00	0	9	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	13	9	0	13	11	-3.667378e-01	4.930857e+00	3.843116e+00	-4.102630e-01	7.801989e-01	5.928145e-01	5.442967e+00	8.366729e-01	-3.526165e-01	36.426000
FCB	BVB	1	2497600000	nan	7.697876e-01	1	9	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	13	7	0	13	10	-3.921189e-01	1.167901e+00	-3.273563e-01	nan	8.732395e-01	2.108495e-01	-3.538557e-01	1.000563e+00	3.979079e+00	34.539000
FCB	BVB	1	2497640000	nan	1.277750e+00	1	9	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	13	8	0	12	7	-3.790256e-01	-3.798938e-01	4.576380e+00	nan	9.072248e-01	1.924157e-01	4.530418e+00	1.151917e+00	-3.774337e-01	33.353000
FCB	BVB	1	2497680000	nan	2.062577e+00	1	9	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	13	7	0	13	5	-3.198941e-01	2.219772e+00	5.039053e+00	nan	1.126664e+00	3.033322e-01	4.599011e+00	1.349553e+00	2.183124e+00	29.250000
FCB	BVB	1	2497720000	1.318414e+00	1.318414e+00	0	9	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	12	8	0	12	6	-3.118927e-01	2.059862e+00	5.229488e+00	-3.322615e-01	1.359863e+00	1.592620e-01	-3.021266e-01	1.733444e+00	2.270084e+00	36.426000
FCB	BVB	1	2497760000	2.033489e+00	2.033489e+00	0	9	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	12	8	0	12	5	-3.184223e-01	1.883000e+00	4.430370e+00	-3.191405e-01	1.261744e+00	4.163736e-01	4.184770e+00	1.558811e+00	5.203899e+00	36.053000
FCB	BVB	1	2497800000	2.535881e+00	2.535881e+00	0	9	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	13	6	0	13	7	3.783594e-01	2.606799e+00	4.751192e+00	-3.540269e-01	1.196338e+00	9.247299e-01	5.452870e+00	1.641812e+00	6.224851e+00	39.860000
