FAN	FAN_PREDICTOR	HALF	t	nss_mean	nss_nanmean	n_nan	n_subjects	method	dt	n_norm	SIGMA_X	SIGMA_Y	SIGMA_T	dt_max	qf0	qf1	qf2	qf3	qf4	qf5	qf6	qf7	qf8	nss0	nss1	nss2	nss3	nss4	nss5	total_time
BVB	FCB	1	1923640000	nan	7.147441e+00	1	6	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	11	12	13	10	12	12	12	13	12	8.334130e+00	4.456959e+00	8.914310e+00	nan	8.303125e+00	5.728680e+00	49.125000
BVB	FCB	1	1923680000	nan	7.472472e+00	1	6	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	13	12	9	13	13	12	12	12	7.848117e+00	5.384089e+00	9.341531e+00	nan	6.064912e+00	8.723711e+00	49.187000
BVB	FCB	1	1923720000	nan	7.527000e+00	1	6	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	13	13	9	13	12	13	12	13	7.126885e+00	6.672271e+00	9.432941e+00	nan	6.182360e+00	8.220544e+00	36.068000
BVB	FCB	1	1923760000	nan	7.188518e+00	1	6	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	12	13	8	12	13	13	11	12	6.901001e+00	6.212832e+00	8.643222e+00	nan	6.781625e+00	7.403912e+00	44.319000
BVB	FCB	1	1923800000	nan	7.081047e+00	1	6	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	13	13	7	13	13	12	11	12	6.155968e+00	5.294461e+00	8.471961e+00	nan	8.353711e+00	7.129135e+00	37.924000
BVB	FCB	1	1923840000	nan	4.588661e+00	1	6	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	12	13	8	13	12	13	11	12	4.240210e+00	6.330307e+00	6.694751e-01	nan	3.303552e+00	8.399762e+00	33.010000
BVB	FCB	1	1923880000	nan	4.087814e+00	1	6	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	13	12	7	12	13	12	10	12	3.976618e+00	6.873641e+00	1.262214e+00	nan	1.107806e-01	8.215815e+00	39.811000
BVB	FCB	1	1923920000	nan	2.648755e+00	1	6	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	13	13	9	12	12	13	12	13	2.783484e+00	2.177907e+00	1.959601e+00	nan	4.538684e-01	5.868912e+00	35.646000
BVB	FCB	1	1923960000	nan	3.087023e+00	1	6	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	12	13	10	12	13	12	11	13	4.172711e+00	3.254282e+00	5.083011e+00	nan	6.975659e-01	2.227545e+00	34.959000
BVB	FCB	1	1924000000	nan	3.213547e+00	1	6	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	13	13	10	12	12	13	12	13	3.949745e-01	5.604320e+00	5.276207e+00	nan	1.824286e+00	2.967946e+00	55.662000
BVB	FCB	1	1924040000	nan	3.188482e+00	2	6	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	12	13	10	10	13	13	12	12	1.632808e-01	4.677961e+00	4.862340e+00	nan	3.050347e+00	nan	38.251000
BVB	FCB	1	1924080000	nan	3.200261e+00	2	6	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	11	13	9	7	13	13	12	13	2.464714e-01	4.943516e+00	4.389658e+00	nan	3.221397e+00	nan	29.781000
BVB	FCB	1	1924120000	nan	1.768567e+00	1	6	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	12	13	9	5	12	13	12	13	4.442986e-01	2.582736e+00	2.292167e+00	nan	3.865433e+00	-3.417970e-01	34.914000
BVB	FCB	1	1924160000	nan	2.032203e+00	1	6	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	11	12	8	2	13	12	11	12	4.817447e-01	4.924666e+00	1.967481e+00	nan	1.451965e+00	1.335157e+00	51.871000
BVB	FCB	1	1924200000	nan	1.918607e+00	1	6	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	12	12	9	0	12	12	12	12	3.173607e-01	1.933526e+00	1.275733e+00	nan	6.380843e+00	-3.144283e-01	51.590000
BVB	FCB	1	1924240000	nan	8.224379e-01	1	6	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	13	12	9	0	12	13	12	12	4.711355e-01	1.623466e+00	1.343128e+00	nan	9.040858e-01	-2.296256e-01	40.421000
BVB	FCB	1	1924280000	nan	1.325008e+00	1	6	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	12	12	9	0	13	13	13	12	1.977591e-01	1.932606e+00	2.211949e+00	nan	2.421089e+00	-1.383659e-01	48.080000
BVB	FCB	1	1924320000	nan	1.650835e+00	1	6	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	13	13	10	0	12	12	13	13	-2.789066e-01	3.921635e+00	2.471876e+00	nan	2.370551e+00	-2.309814e-01	43.431000
BVB	FCB	1	1924360000	nan	2.548641e+00	1	6	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	12	12	10	0	13	13	12	12	2.736372e+00	5.843963e+00	2.134665e+00	nan	2.340224e+00	-3.120183e-01	45.818000
BVB	FCB	1	1924400000	nan	2.487047e+00	1	6	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	13	12	11	0	13	13	13	12	3.025416e+00	6.523250e+00	1.486801e+00	nan	1.712839e+00	-3.130706e-01	36.255000
BVB	FCB	1	1924440000	nan	2.794113e+00	1	6	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	13	13	10	0	12	12	13	12	3.441918e+00	4.762968e+00	2.571321e+00	nan	3.461116e+00	-2.667559e-01	32.292000
BVB	FCB	1	1924480000	nan	3.534606e+00	1	6	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	12	13	10	0	13	14	12	12	4.410826e+00	1.692101e+00	2.364669e+00	nan	4.055013e+00	5.150421e+00	45.195000
BVB	FCB	1	1924520000	nan	3.113618e+00	1	6	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	13	13	10	0	12	13	13	13	3.894957e+00	1.691870e+00	2.091389e+00	nan	3.172573e+00	4.717300e+00	45.208000
BVB	FCB	1	1924560000	nan	2.987516e+00	1	6	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	12	12	9	0	13	12	12	13	2.635465e+00	3.920035e+00	1.882988e+00	nan	1.540108e+00	4.958983e+00	35.787000
BVB	FCB	1	1924600000	nan	3.215163e+00	1	6	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	13	13	9	0	13	13	12	13	1.223065e+00	4.048877e+00	2.817785e+00	nan	1.878310e+00	6.107779e+00	32.215000
BVB	FCB	1	1924640000	nan	3.200681e+00	1	6	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	13	13	9	0	12	12	12	13	3.090076e+00	2.344227e+00	3.193001e+00	nan	1.773975e+00	5.602127e+00	53.149000
BVB	FCB	1	1924680000	nan	3.238271e+00	1	6	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	12	12	10	0	13	13	13	12	3.172820e+00	2.530827e+00	3.480726e+00	nan	1.661958e+00	5.345026e+00	51.215000
BVB	FCB	1	1924720000	nan	3.904729e+00	1	6	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	13	11	11	0	13	13	13	13	3.252592e+00	4.529602e+00	6.104794e+00	nan	1.539943e+00	4.096715e+00	32.416000
BVB	FCB	1	1924760000	nan	4.395488e+00	1	6	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	13	12	11	2	13	12	13	12	5.823465e+00	4.800782e+00	4.796162e+00	nan	4.405536e+00	2.151496e+00	49.826000
BVB	FCB	1	1924800000	nan	4.533786e+00	1	6	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	13	11	11	4	12	13	12	12	6.057204e+00	6.653980e+00	5.059820e+00	nan	3.465158e+00	1.432768e+00	54.912000
BVB	FCB	1	1924840000	nan	4.492034e+00	1	6	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	13	12	11	6	12	12	12	12	5.415425e+00	6.769866e+00	2.836575e+00	nan	5.894343e+00	1.543960e+00	49.251000
BVB	FCB	1	1924880000	nan	5.031179e+00	1	6	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	12	11	12	7	13	12	13	12	4.341631e+00	8.011181e+00	5.008152e+00	nan	6.027331e+00	1.767601e+00	37.798000
BVB	FCB	1	1924920000	nan	4.405617e+00	1	6	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	12	13	11	9	12	13	13	13	5.213410e+00	7.412918e+00	5.148809e+00	nan	1.968074e+00	2.284873e+00	44.351000
BVB	FCB	1	1924960000	nan	3.619139e+00	1	6	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	11	13	11	10	13	12	14	11	3.288738e+00	4.864396e+00	5.209454e+00	nan	2.099695e+00	2.633410e+00	35.632000
BVB	FCB	1	1925000000	nan	3.787627e+00	1	6	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	11	12	10	11	13	13	13	12	4.614427e+00	2.734708e+00	6.244867e+00	nan	1.513082e+00	3.831049e+00	32.589000
BVB	FCB	1	1925040000	nan	5.247007e+00	1	6	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	10	12	8	11	12	13	13	12	5.610498e+00	2.555465e+00	6.675750e+00	nan	5.328547e+00	6.064774e+00	41.293000
BVB	FCB	1	1925080000	nan	4.418066e+00	1	6	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	10	13	7	11	13	13	12	11	5.457291e+00	2.980186e-01	6.885256e+00	nan	3.148224e+00	6.301543e+00	36.036000
