Fangruppe;Tischnummer_t0;Tischnummer_t1;Tischnummer_t2;Tischnummer_t5;VP_t0;VP_t1;VP_t2;VP_t5;Alter;Geschlecht;Sehhilfen;Heimspiele;Auswärtsspiele;Fernsehen_Spiele_sehen;Sportschauseher;Computerspiele;PublicViewer;Dauerkarte;Sky_Paket;Gewinner;Fan_von;interessiert;v_4;v_5;v_6;v_7;v_8;v_9;v_10;v_11;v_12;v_13;v_14;v_15;v_16;v_17;v_18;v_19;v_20;v_21;v_22;v_23;v_24;v_25;v_26;v_27;v_28;v_30;v_31;v_32;v_33;v_34;v_35;v_36;v_37;v_38;v_39;v_40;v_41;v_42;v_43;v_44;v_45;v_46;v_47;v_48;v_49;v_53;v_54;v_55;v_149;v_150;v_151;v_152;v_153;v_56;v_57;v_58;v_59;v_60;v_61;v_62;v_63;v_64;v_65;v_66;v_67;v_68;v_69;v_70;v_71;v_72;v_73;v_74;v_75;v_76;v_154;v_155;v_165;v_166;v_167;v_168;v_160;v_161;v_162;v_163;browser;referer;quota;quota_assignment;page_history;hflip;vflip;output_mode;javascript;flash;session_id;language;cleaned;ats;datetime;date_of_last_access;date_of_first_mail;rts2147538;rts2147574;rts2147596;rts2147761;rts2148383;rts2148431;rts2156167;t1_panas_interessiert;t1_panas_bedrückt;t1_panas_freudig_erregt;t1_panas_verärgert;t1_panas_stark;t1_panas_schuldig;t1_panas_verängstigt;t1_panas_feindselig;t1_panas_begeistert;t1_panas_stolz;t1_panas_reizbar;t1_panas_hellwach;t1_panas_beschämt;t1_panas_angeregt;t1_panas_nervös;t1_panas_entschlossen;t1_panas_aufmerksam;t1_panas_unruhig;t1_panas_aktiv;t1_panas_ängstlich;t1_panas_furchtsam;t1_panas_unsicher;t1_panas_angeekelt;t1_panas_hasserfüllt;t1_panas_voller_Verachtung;t1_panas_wütend;t1_panas_energiegeladen;t1_panas_erfreut;t1_panas_freudig;t1_panas_fröhlich;t1_panas_glücklich;t1_panas_lebhaft;t1_panas_furchtlos;t1_panas_kühn;t1_panas_selbstsicher;t1_panas_wagemutig;t1_panas_konzentriert;VAR00046;VAR00047;VAR00048;VAR00049;VAR00050;VAR00051;VAR00052;VAR00053;VAR00054;VAR00055;VAR00056;VAR00057;VAR00058;VAR00059;VAR00060;VAR00061;VAR00062;rts2157538;rts2157541;VAR00063;VAR00064;VAR00065;VAR00066;VAR00067;VAR00068;VAR00069;VAR00070;VAR00071;VAR00072;VAR00073;VAR00074;VAR00075;VAR00076;VAR00077;VAR00078;VAR00079;VAR00080;VAR00081;VAR00082;VAR00083;VAR00084;VAR00085;VAR00086;VAR00087;VAR00088;VAR00090;VAR00091;VAR00092;VAR00093;VAR00094;VAR00095;VAR00096;VAR00097;VAR00098;VAR00099;VAR00100;VAR00101;VAR00102;VAR00103;VAR00104;VAR00105;VAR00106;VAR00107;VAR00108;VAR00109;VAR00110;VAR00111;VAR00112;VAR00113;VAR00114;VAR00115;VAR00116;VAR00117;rts2157571;rts2157572;Tischnummer;v_81;v_91;v_98;v_99;v_100;v_101;v_102;v_103;v_104;v_105;v_106;v_107;v_110;v_111;v_108;v_109;v_112;v_113;v_114;v_115;v_116;v_117;v_118;v_119;v_120;v_121;v_122;v_123;v_124;v_125;v_126;v_127;v_128;v_129;v_130;v_131;v_132;v_133;v_134;v_135;VAR00120;VAR00121;VAR00122;VAR00123;VAR00124;VAR00125;VAR00126;VAR00127;VAR00128;VAR00129;VAR00130;VAR00131;VAR00132;VAR00133;VAR00134;VAR00135;VAR00136;rts2157742;rts2157748;Tischnummer_next_week;v_1;v_2;VAR00002;VAR00003;VAR00004;VAR00005;VAR00006;VAR00007;VAR00008;VAR00009;VAR00010;VAR00011;VAR00012;VAR00013;VAR00014;VAR00015;VAR00016;VAR00017;VAR00018;VAR00019;VAR00020;VAR00021;VAR00022;VAR00023;VAR00024;VAR00025;VAR00026;VAR00027;v_29;VAR00028;VAR00029;VAR00030;VAR00031;VAR00032;VAR00033;VAR00034;VAR00035;VAR00036;VAR00037;VAR00038;v_186;v_191;v_187;v_192;v_188;v_193;v_189;v_194;v_190;v_195;v_196;v_197;v_198;v_200;v_201;v_202;v_203;v_204;v_205;v_206;v_207;v_208;v_209;v_210;v_211;v_212;v_213;v_214;v_215;v_216;v_217;v_218;VAR00039;VAR00040;VAR00041;VAR00042;VAR00043;VAR00044;VAR00045;VAR00089;VAR00118;VAR00119;VAR00137;VAR00138;VAR00139;VAR00140;VAR00141;VAR00142;VAR00143;VAR00144;VAR00145;VAR00146;VAR00147;VAR00148;VAR00149;VAR00150;VAR00151;VAR00152;VAR00153;VAR00154;VAR00155;VAR00156;VAR00157;VAR00158;VAR00159;VAR00160;VAR00161;VAR00162;VAR00163;VAR00164;VAR00165;VAR00166;VAR00167;VAR00168;VAR00169;VAR00170;VAR00171;VAR00172;VAR00173;VAR00174;VAR00175;VAR00176;VAR00177;VAR00178;VAR00179;VAR00180;VAR00181;VAR00182;VAR00183;Rückschau_Prognose;Wahrscheinlichkeit_Ausgang;Kein_anderer_Ausgang_möglich;v_172;v_173;v_174;v_175;v_176;v_177;v_178;v_179;v_229;v_230;v_231;v_234;v_237;v_235;v_236;v_238;v_239;v_240;v_241;v_242;v_243;v_244;v_245;VAR00184;VAR00185;VAR00186;VAR00187;VAR00188;VAR00189;VAR00190;VAR00191;VAR00192;VAR00193;VAR00194;VAR00195;VAR00196;VAR00197;VAR00198;VAR00199;VAR00200;rts2162476;rts2162479;rts2162480;rts2162482;rts2162484;rts2162497;rts2172355;posEmo1;posEmo2;posEmo3;posEmo4;selfass1;selfass2;selfass3;selfass4;attentiv1;attentiv2;attentiv3;attentiv4;negEmo1;negEmo2;negEmo3;negEmo4;angst1;angst2;angst3;angst4;hostility1;hostility2;hostility3;hostility4;Tischnummer_Segmentierung;vp;fan;count_H1;count_H2;PAI_ID_with_players_t0;PAI_ID_with_team_t0;PAI_ID_with_coach_t0;PAI_ID_with_sport_t0;PAI_ID_with_players_t3;PAI_ID_with_team_t3;PAI_ID_with_coach_t3;PAI_ID_with_sport_t3;MSSC_t0;MSSC_t3;Wahre_Fanzugehörigkeit;t3_Parteilichkeit_face_to_face_Kommunikation;t3_Parteilichkeit_Medien;t3_Parteilichkeit_Medien_ohne_Internet
1;1;1;1;1;S0508D;S0508D;S0508D;S0508D;29;2;1;2;2;3;3;1;2;2;2;1;Borussia Dortmund;5;1;5;1;3;1;1;1;4;4;1;5;1;3;4;3;4;4;4;1;1;1;1;1;1;1;4;4;4;4;4;4;4;3;4;3;4;4;2;2;7;6;3;6;3;3;4;7;5;7;6;7;5;6;5;6;5;4;3;4;5;5;6;5;6;6;3;3;3;6;6;5;7;3;5;2;8;2;3;5;2;2;5;1;2;"Mozilla/5.0 (Windows NT 5.1; rv:15.0) Gecko/20100101 Firefox/15.0.1";http://www.iwm-kmrc.de/cybermedia/cl/;0;-99;2147574,2147538,2148431,2147596,2147761,2148383,2156167,2147312;1;1;0;-77;-77;a622c660b2b17f1bf33ead39bbc53af0;1;2;1369506502;2013-05-25 18:28:22;2013-05-25 18:35:19;0000-00-00 00:00:00;59;47;207;275;360;115;417;5;1;4;1;3;1;1;1;4;4;1;5;1;4;4;4;3;4;4;1;1;1;1;1;1;1;4;5;4;3;4;4;3;2;3;4;3;"Mozilla/5.0 (Windows NT 5.1; rv:15.0) Gecko/20100101 Firefox/15.0.1";http://www.iwm-kmrc.de/cybermedia/cl/;0;-99;2157538,2157541,2157545;1;0;0;-77;-77;d47f8ff27a0804a067547129f01c6d03;1;2;1369510323;2013-05-25 19:32:03;2013-05-25 19:33:39;0000-00-00 00:00:00;19;96;3;3;1;1;3;1;1;1;3;4;1;4;1;2;1;3;4;1;4;1;1;1;1;1;1;1;3;3;2;2;3;2;3;3;4;2;4;"Mozilla/5.0 (Windows NT 5.1; rv:15.0) Gecko/20100101 Firefox/15.0.1";http://www.iwm-kmrc.de/cybermedia/cl/;0;-99;2157571,2157572,2157574;1;0;0;-77;-77;5b41940d08a447422c3a4805369f19f6;1;2;1369514353;2013-05-25 20:39:13;2013-05-25 20:40:58;0000-00-00 00:00:00;23;105;1;5;1;5;1;5;1;5;1;3;1;3;4;4;5;5;1;3;4;5;1;5;1;3;4;4;5;5;4;4;4;5;4;5;1;5;1;5;1;4;4;"Mozilla/5.0 (Windows NT 5.1; rv:15.0) Gecko/20100101 Firefox/15.0.1";http://www.iwm-kmrc.de/cybermedia/cl/;0;-99;2157742,2157748,2157751;1;0;0;-77;-77;427362d35d841fa167ce210a44fd6108;1;2;1369514501;2013-05-25 20:41:41;2013-05-25 20:43:34;0000-00-00 00:00:00;12;113;1;1;S0508D;4;1;3;1;3;1;1;1;3;4;1;4;1;3;1;3;4;2;4;1;1;1;1;1;1;1;3;3;4;4;4;4;3;4;2;4;3;4;1;0;1;0;1;0;1;0;1;0;1;0;60;3;0;1;0;1;0;1;0;2;-1;5;0;15;0;10;0;60;0;tagesschau.de heute.de;3;3;3;7;6;6;6;6;4;4;6;2;6;6;7;7;7;5;1;5;1;5;1;3;1;5;1;4;4;4;1;5;1;5;1;5;1;5;1;3;5;4;4;5;1;3;0;4;0;5;1;4;1;4;4;4;4;2;8;1;5;2;1;2;1;4;2;Nach zuvor zwei verlorenen CL-Finals war der Ergeiz und Wille beim FCB größer. Zudem haben sie insgesamt den etwas besseren Kader;7;6;7;0;0;1;2;12;13;6;6;12;12;8;8;"Mozilla/5.0 (Windows NT 5.1; rv:21.0) Gecko/20100101 Firefox/21.0";-99;0;-99;2162476,2162479,2162497,2162480,2162482,2162484,2172355,2162485;0;1;0;-77;-77;c7bd20f3739d4aca577ae422cfe72b17;1;2;1370265420;2013-06-03 13:17:00;2013-06-03 13:28:20;0000-00-00 00:00:00;13;116;387;468;610;315;680;4;4;2,28571428571429;3,57142857142857;3,5;3,16666666666667;3,16666666666667;3,33333333333333;4,33333333333333;3,66666666666667;4;4;1,6;1,6;1,2;1,1;2;2;1;1,16666666666667;1;1;1;1;1;1;BVB;8;15;2,66666666666667;5,33333333333333;4;5,33333333333333;3;6,33333333333333;5,33333333333333;4;6,2;6,6;1;0;-,166666666666667;-,2
1;3;3;3;3;N2911F;N2911F;N2911F;N2911F;21;1;1;1;2;3;3;2;3;2;2;1;Borussia Dortmund;2;5;2;5;3;5;5;4;3;4;5;2;5;2;5;3;3;3;2;5;5;4;5;5;5;5;3;2;2;2;3;2;5;5;2;5;2;2;1;2;4;2;4;3;3;2;7;7;6;7;2;7;4;7;2;5;5;7;7;7;6;4;3;6;2;3;7;4;4;5;7;5;7;5;5;2;6;2;1;4;2;2;3;3;2;"Mozilla/5.0 (Windows NT 5.1; rv:15.0) Gecko/20100101 Firefox/15.0.1";http://www.iwm-kmrc.de/cybermedia/cl/;0;-99;2147574,2147538,2148431,2147596,2147761,2148383,2156167,2147312;1;0;0;-77;-77;e67d5cc65452f72b82b4fbf133ba68cd;1;2;1369506518;2013-05-25 18:28:38;2013-05-25 18:35:36;0000-00-00 00:00:00;31;29;188;253;359;83;418;5;1;5;3;3;1;2;1;5;4;2;4;1;5;4;4;5;4;4;2;1;3;1;1;1;2;4;5;5;5;3;5;4;3;4;1;5;"Mozilla/5.0 (Windows NT 5.1; rv:21.0) Gecko/20100101 Firefox/21.0";http://www.iwm-kmrc.de/cybermedia/cl/;0;-99;2157538,2157541,2157545;1;0;0;-77;-77;3bd13f1ba1c3dae9e830cb0cbc6961f8;1;2;1369510452;2013-05-25 19:34:12;2013-05-25 19:35:30;0000-00-00 00:00:00;9;78;3;2;1;4;3;1;1;1;2;4;2;3;1;2;2;3;3;2;3;1;1;1;1;1;1;3;3;2;1;2;2;3;1;2;3;2;2;"Mozilla/5.0 (Windows NT 5.1; rv:21.0) Gecko/20100101 Firefox/21.0";http://www.iwm-kmrc.de/cybermedia/cl/;0;-99;2157571,2157572,2157574;0;1;0;-77;-77;aa6deaa82ed92ad656eaa1e3062f0dce;1;2;1369514198;2013-05-25 20:36:38;2013-05-25 20:38:46;0000-00-00 00:00:00;10;128;3;4;1;4;1;0;4;5;1;4;1;1;4;5;5;4;1;5;4;5;1;3;5;3;4;4;4;4;4;3;5;4;4;5;0;3;4;4;1;3;4;"Mozilla/5.0 (Windows NT 5.1; rv:21.0) Gecko/20100101 Firefox/21.0";http://www.iwm-kmrc.de/cybermedia/cl/;0;-99;2157742,2157748,2157751;0;0;0;-77;-77;743530f34fb544c38b8b980d1ca88bba;1;2;1369514378;2013-05-25 20:39:38;2013-05-25 20:41:38;0000-00-00 00:00:00;11;120;3;3;N2911F;4;1;3;1;3;1;1;1;3;2;1;2;1;3;1;3;3;2;2;1;1;2;1;1;1;1;3;0;4;4;4;5;3;4;2;3;3;3;1;0;1;0;2;0;1;0;1;0;1;-1;90;1;0;1;0;3;1;1;0;2;0;5;0;0;0;15;0;45;30;-99;1;2;1;4;3;4;4;1;2;7;7;6;4;4;6;3;6;0;1;4;4;3;5;4;1;5;1;4;1;5;4;3;1;5;1;5;1;4;5;4;4;5;1;5;1;5;4;4;4;5;1;5;1;5;1;5;4;2;7;2;4;1;2;2;2;4;1;Es ist schwer zu sagen, ob es überhaupt  Ursachen  gab. Einzige Ursache(n) für den Spielausgang waren in diesem Fall nur die Tore, die Leistung beider Mannschaften wich stark vom Endergebnis an. Es gab keine Mannschaft, die dominanter war, außer in den e;5;6;4;0;0;1;2;25;35;10;6;5;3;6;10;"Mozilla/5.0 (Windows NT 5.1; rv:21.0) Gecko/20100101 Firefox/21.0";-99;0;-99;2162476,2162479,2162497,2162480,2162482,2162484,2162484,2162484,2172355,2162485;0;0;0;-77;-77;b4dfa95b507326dc5ae1ddf9288dbbc1;1;2;1370370766;2013-06-04 18:32:46;2013-06-04 19:21:02;0000-00-00 00:00:00;2168;2289;2517;2600;2820;2446;2896;2,28571428571429;4,71428571428571;1,71428571428571;3,71428571428571;4;3,16666666666667;2,5;2,83333333333333;2,33333333333333;4,66666666666667;2,66666666666667;2,66666666666667;4,7;2,1;1,7;1,1;4,5;2,66666666666667;1,33333333333333;1,33333333333333;4,83333333333333;1,33333333333333;1,5;1;3;3;BVB;47;78;1,66666666666667;3,33333333333333;2,66666666666667;6,66666666666667;1,33333333333333;3,66666666666667;2,33333333333333;6,66666666666667;5,4;4,6;1;-,166666666666667;,166666666666667;,2
1;5;5;5;5;H2408C;H2408C;H2408C;H2408C;20;1;1;1;1;2;1;1;1;2;2;1;VFB Stuttgart normalerweise, in diesem Finale Borussia Dortmund;5;1;5;1;5;1;1;1;5;3;1;5;1;3;1;3;4;1;3;1;1;1;1;1;1;1;1;4;5;4;4;4;5;1;5;2;3;4;1;4;1;1;1;4;4;2;3;1;1;1;1;0;1;2;1;5;3;1;7;3;3;1;2;6;4;6;7;7;6;6;6;7;7;7;5;1;7;1;1;5;1;1;5;1;1;"Mozilla/5.0 (Windows NT 5.1; rv:15.0) Gecko/20100101 Firefox/15.0.1";http://www.iwm-kmrc.de/cybermedia/cl/;0;-99;2147574,2147538,2148431,2147596,2147761,2148383,2156167,2147312;0;1;0;-77;-77;1907ac1fb1852266d6f52fb1cc35cfc6;1;2;1369506059;2013-05-25 18:20:59;2013-05-25 18:27:27;0000-00-00 00:00:00;38;31;184;254;346;117;388;5;1;5;1;5;1;1;1;5;3;1;5;1;5;2;3;5;1;5;1;1;1;1;1;1;1;2;5;5;5;5;5;1;1;5;1;4;"Mozilla/5.0 (Windows NT 5.1; rv:15.0) Gecko/20100101 Firefox/15.0.1";http://www.iwm-kmrc.de/cybermedia/cl/;0;-99;2157538,2157541,2157545;0;1;0;-77;-77;91b8755c82ba68f1bd9d18daf60b22a3;1;2;1369511167;2013-05-25 19:46:07;2013-05-25 19:47:36;0000-00-00 00:00:00;21;89;5;2;4;1;5;1;1;1;3;3;1;3;1;3;1;3;2;1;2;1;1;1;1;1;1;1;2;3;3;3;4;3;1;1;5;1;3;"Mozilla/5.0 (Windows NT 5.1; rv:15.0) Gecko/20100101 Firefox/15.0.1";http://www.iwm-kmrc.de/cybermedia/cl/;0;-99;2157571,2157572,2157574;1;1;0;-77;-77;4e59871907863c65c85de7e862c58d15;1;2;1369514276;2013-05-25 20:37:56;2013-05-25 20:39:23;0000-00-00 00:00:00;9;87;5;5;1;4;4;5;5;1;5;3;5;5;1;5;4;5;1;5;1;3;5;3;5;4;4;5;1;5;1;5;1;5;1;5;1;3;4;3;5;3;5;"Mozilla/5.0 (Windows NT 5.1; rv:15.0) Gecko/20100101 Firefox/15.0.1";http://www.iwm-kmrc.de/cybermedia/cl/;0;-99;2157742,2157748,2157751;1;1;0;-77;-77;a93871cbfd073cc2622bdf9de0ae25a8;1;2;1369514439;2013-05-25 20:40:39;2013-05-25 20:42:30;0000-00-00 00:00:00;10;111;5;5;H2408C;5;1;4;1;4;1;1;1;4;4;1;3;1;3;1;4;5;1;3;1;1;1;1;1;1;1;4;1;4;5;4;4;3;1;1;5;1;3;2;0;1;-1;1;1;1;-1;1;1;2;0;20;1;0;1;0;1;0;1;0;3;0;3;0;0;0;5;0;5;0;Nein;5;4;5;2;1;1;7;6;5;3;1;1;1;1;4;2;5;5;1;5;1;3;4;3;5;3;5;5;1;5;4;5;1;4;4;5;1;3;5;4;4;5;1;5;1;5;4;5;4;5;4;5;4;5;4;3;5;1;7;1;5;1;2;1;1;2;3;Dass die Bayerng nach der Anfangsphase wieder stärker geworden sind und der BVB in den ersten Minuten keine Tore gemacht hat.;6;6;7;0;0;0;1;50;50;8;5;10;9;11;14;"Mozilla/5.0 (Windows NT 5.1; rv:21.0) Gecko/20100101 Firefox/21.0";-99;0;-99;2162476,2162479,2162497,2162480,2162482,2162484,2172355,2162485;0;1;0;-77;-77;9dfd4836e312efd2a9d6b19195089b5c;1;2;1370247668;2013-06-03 08:21:08;2013-06-03 08:29:30;0000-00-00 00:00:00;23;92;267;331;418;200;502;4,28571428571429;5;3,28571428571429;4;3,5;2,66666666666667;2,66666666666667;2,66666666666667;4;4,66666666666667;2,66666666666667;3,66666666666667;1;1,1;1,1;1;1;1,16666666666667;1;1;1;1;1;1;5;5;BVB;59;52;3;1;3,33333333333333;1,66666666666667;4,66666666666667;1,33333333333333;6;1,66666666666667;1;2,6;3;0;0;0
1;7;7;7;7;D2301P;D2301P;D2301P;D2301P;27;2;1;2;1;5;4;5;3;2;2;1;Borussia Dortmund;5;3;3;3;3;1;3;1;4;0;4;4;1;4;5;3;5;5;4;3;3;4;1;1;1;1;4;3;3;4;3;4;3;3;3;1;4;1;2;2;7;7;7;7;4;7;7;5;6;7;7;7;7;7;6;7;7;6;6;6;2;6;2;7;7;6;5;7;6;6;7;6;7;7;7;1;8;3;3;5;3;2;5;2;2;"Mozilla/5.0 (Windows NT 6.0; rv:19.0) Gecko/20100101 Firefox/19.0";http://www.iwm-kmrc.de/cybermedia/cl/;0;-99;2147574,2147538,2148431,2147596,2147761,2148383,2156167,2147312;0;0;0;-77;-77;a8f0151d910b83c61f8a9574c19b413b;1;2;1369506307;2013-05-25 18:25:07;2013-05-25 18:30:56;0000-00-00 00:00:00;45;41;185;241;298;97;349;5;1;4;1;4;1;3;1;4;4;4;5;1;5;5;3;5;5;5;2;2;2;1;1;1;1;4;4;5;4;4;3;3;3;3;1;5;"Mozilla/5.0 (Windows NT 5.1; rv:15.0) Gecko/20100101 Firefox/15.0.1";http://www.iwm-kmrc.de/cybermedia/cl/;0;-99;2157538,2157541,2157545;1;1;0;-77;-77;6d8bf5e1f6ae53832aa77b7598cb6330;1;2;1369510701;2013-05-25 19:38:21;2013-05-25 19:39:40;0000-00-00 00:00:00;12;79;2;5;1;1;2;1;3;2;1;4;5;2;4;2;1;2;2;3;2;3;3;3;2;2;2;2;2;2;2;1;1;1;3;1;2;2;2;"Mozilla/5.0 (Windows NT 5.1; rv:15.0) Gecko/20100101 Firefox/15.0.1";http://www.iwm-kmrc.de/cybermedia/cl/;0;-99;2157571,2157572,2157574;0;1;0;-77;-77;da3169d54a26c7c6d1c3da6fff9ef15d;1;2;1369514285;2013-05-25 20:38:05;2013-05-25 20:39:22;0000-00-00 00:00:00;11;77;7;2;4;3;4;0;5;5;1;3;5;2;4;4;5;2;4;5;1;5;1;5;1;1;4;3;5;3;4;5;5;5;5;5;1;3;4;5;1;5;5;"Mozilla/5.0 (Windows NT 5.1; rv:15.0) Gecko/20100101 Firefox/15.0.1";http://www.iwm-kmrc.de/cybermedia/cl/;0;-99;2157742,2157748,2157751;1;0;0;-77;-77;f00960cda93dc098ede464850f707d47;1;2;1369514399;2013-05-25 20:39:59;2013-05-25 20:41:57;0000-00-00 00:00:00;10;118;7;7;d1986p;3;1;3;2;2;1;1;1;3;1;2;4;1;2;2;2;4;2;4;1;1;2;1;1;1;1;3;4;4;4;4;3;3;2;2;3;2;4;1;-1;1;-1;1;1;1;0;1;-1;2;0;75;5;-1;1;1;5;1;4;-1;4;1;5;-1;90;0;15;15;50;10;sport1.de, bvb.de, spox.de;2;3;2;6;7;7;5;3;1;6;6;5;7;6;7;7;7;2;4;2;4;3;5;5;1;3;5;3;5;3;5;3;0;4;4;5;1;5;1;1;4;3;5;4;4;3;5;3;4;5;0;3;5;5;1;3;5;2;9;3;3;2;2;2;2;4;3;Bayern war in den entscheidenden Momenten cleverer und wacher und haben ihre letzte Chance genutzt.;5;6;7;0;0;2;2;120;125;8;6;7;8;10;10;"Mozilla/5.0 (Windows NT 5.1; rv:21.0) Gecko/20100101 Firefox/21.0";-99;0;-99;2162476,2162479,2162497,2162480,2162482,2162484,2172355,2162485;0;0;0;-77;-77;a2e711ede77dc2a87408983a311c05f4;1;2;1370444741;2013-06-05 15:05:41;2013-06-05 15:14:15;0000-00-00 00:00:00;17;106;297;377;472;247;514;3,42857142857143;4,28571428571429;1,42857142857143;3,28571428571429;2,16666666666667;3;2,33333333333333;2;4,33333333333333;5;2;4;2,9;2,4;2,8;1,4;3,83333333333333;3,16666666666667;2,66666666666667;1,5;1,5;1,5;2,5;1,16666666666667;7;7;BVB;3;22;1,66666666666667;7;6;6;2,33333333333333;6,66666666666667;3;5,66666666666667;7;6,8;1;-,333333333333333;0;,2
1;9;9;9;9;B2711K;B2711K;B2711K;B2711K;24;1;2;1;1;3;3;2;4;2;2;1;Dortmund;3;1;3;1;3;1;1;1;3;1;1;4;1;2;1;1;4;1;3;1;1;1;1;1;1;1;4;4;3;4;5;3;1;1;3;1;4;2;2;2;2;3;1;2;2;2;7;4;6;2;3;3;2;4;2;3;3;4;4;5;4;3;4;1;2;3;6;5;6;5;7;7;2;2;4;1;4;1;2;4;2;1;4;1;3;"Mozilla/5.0 (Windows NT 5.1; rv:15.0) Gecko/20100101 Firefox/15.0.1";http://www.iwm-kmrc.de/cybermedia/cl/;0;-99;2147574,2147538,2148431,2148431,2148431,2147596,2147761,2148383,2156167,2147312;0;0;0;-77;-77;e28dba0ef716f75d7f645ec287985be5;1;2;1369505264;2013-05-25 18:07:44;2013-05-25 18:16:21;0000-00-00 00:00:00;31;24;241;333;436;150;517;5;1;3;1;3;1;1;1;3;2;1;4;1;3;2;3;5;1;3;1;1;1;1;1;1;1;4;3;4;4;5;3;4;1;2;1;4;"Mozilla/5.0 (Windows NT 5.1; rv:15.0) Gecko/20100101 Firefox/15.0.1";http://www.iwm-kmrc.de/cybermedia/cl/;0;-99;2157538,2157541,2157545;0;1;0;-77;-77;704d9b8f31db64c58ea59d582acf2652;1;2;1369510400;2013-05-25 19:33:20;2013-05-25 19:44:34;0000-00-00 00:00:00;571;674;4;4;2;1;2;1;1;1;3;1;1;4;1;2;1;2;3;1;3;1;1;1;1;1;1;1;2;2;3;2;5;3;5;2;3;1;3;"Mozilla/5.0 (Windows NT 5.1; rv:15.0) Gecko/20100101 Firefox/15.0.1";http://www.iwm-kmrc.de/cybermedia/cl/;0;-99;2157571,2157572,2157574;0;1;0;-77;-77;cccf86a47ed2e6134b47a45baf19a425;1;2;1369514319;2013-05-25 20:38:39;2013-05-25 20:40:20;0000-00-00 00:00:00;13;101;9;5;4;5;1;3;1;4;4;3;1;3;5;3;5;5;1;4;5;5;1;4;0;3;5;3;5;5;1;3;5;3;5;5;1;3;5;5;1;4;4;"Mozilla/5.0 (Windows NT 5.1; rv:15.0) Gecko/20100101 Firefox/15.0.1";http://www.iwm-kmrc.de/cybermedia/cl/;0;-99;2157742,2157748,2157751;0;0;0;-77;-77;9bcddbc2c6dbfa7e624d9ca2a11d9f0c;1;2;1369514473;2013-05-25 20:41:13;2013-05-25 20:45:22;0000-00-00 00:00:00;14;249;9;9;B2711K;3;3;3;1;3;1;1;1;2;2;2;3;2;1;2;2;4;3;3;1;1;2;1;1;1;1;3;4;2;3;2;4;3;4;2;3;2;4;2;0;1;0;1;0;1;0;1;0;1;0;40;3;0;1;0;4;0;1;0;1;0;4;0;10;0;0;0;20;25;-;1;2;2;0;2;2;1;1;1;6;3;4;2;3;3;2;3;3;5;3;5;5;1;4;4;5;1;3;5;3;5;5;1;3;5;4;1;3;5;3;5;3;5;3;5;3;5;3;5;0;1;3;5;4;1;4;4;1;4;2;4;5;1;2;2;5;1;Ermüdung, Taktikwechsel;6;7;3;0;0;0;0;15;15;10;6;5;5;3;3;"Mozilla/5.0 (Windows NT 5.1; rv:21.0) Gecko/20100101 Firefox/21.0";-99;0;-99;2162476,2162479,2162497,2162480,2162482,2162484,2172355,2162485;0;1;0;-77;-77;912d2119c697d911eadcecad6ce82296;1;2;1370239064;2013-06-03 05:57:44;2013-06-03 06:31:07;0000-00-00 00:00:00;1396;1486;1684;1816;1923;1619;2003;3,42857142857143;3,57142857142857;2,71428571428571;2,42857142857143;1,66666666666667;2,16666666666667;2,33333333333333;2,66666666666667;4;4,33333333333333;3,33333333333333;3,66666666666667;1;1,1;1,3;1,7;1;1,16666666666667;1;1,66666666666667;1;1;1;1,16666666666667;9; ; ; ; ;2;2;2;5,66666666666667;1,66666666666667;1,33333333333333;1;4,33333333333333;2,8;2,6;1;0;0;0
