FAN	HALF	t	nss_mean	nss_nanmean	n_nan	n_subjects	n_reference	method	dt	n_norm	SIGMA_X	SIGMA_Y	SIGMA_T	dt_max	qf0	qf1	qf2	qf3	qf4	qf5	qf6	qf7	qf8	nss0	nss1	nss2	nss3	nss4	nss5	nss6	nss7	nss8	total_time
FCB	1	720000	nan	7.964561e+00	3	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	13	0	8	0	0	13	13	13	7.424093e+00	6.119798e+00	nan	9.656824e+00	nan	nan	9.433918e+00	8.027308e+00	7.125425e+00	32.869000
FCB	1	760000	nan	8.518486e+00	3	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	12	0	9	0	0	12	12	12	7.267887e+00	9.767064e+00	nan	9.826017e+00	nan	nan	9.810171e+00	8.319047e+00	6.120732e+00	65.816000
FCB	1	800000	nan	8.395310e+00	3	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	13	0	8	1	0	13	12	12	7.299128e+00	9.802977e+00	nan	9.686969e+00	nan	nan	9.928749e+00	8.333478e+00	5.320561e+00	35.085000
FCB	1	840000	nan	8.268882e+00	3	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	12	0	7	3	0	13	12	13	7.301674e+00	9.708452e+00	nan	9.563153e+00	nan	nan	9.718534e+00	3.935816e+00	9.385667e+00	38.142000
FCB	1	880000	nan	8.044281e+00	2	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	13	0	8	5	1	12	12	12	7.254669e+00	9.477767e+00	nan	9.381575e+00	7.632688e+00	nan	9.570712e+00	3.485540e+00	9.507016e+00	54.678000
FCB	1	920000	nan	7.368909e+00	2	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	13	0	7	8	1	13	13	13	6.912962e+00	9.315887e+00	nan	8.923670e+00	4.255502e+00	nan	9.005003e+00	3.988209e+00	9.181128e+00	25.102000
FCB	1	960000	nan	6.536644e+00	1	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	11	12	0	7	10	1	12	12	13	7.098420e+00	9.202925e+00	nan	8.876946e+00	5.406085e+00	-2.067178e-01	8.610944e+00	4.529113e+00	8.775435e+00	32.510000
FCB	1	1000000	nan	6.963052e+00	1	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	10	13	0	8	13	1	13	12	12	7.358133e+00	9.333960e+00	nan	8.717824e+00	8.297307e+00	-2.067184e-01	7.933676e+00	5.126499e+00	9.143735e+00	46.754000
FCB	1	1040000	nan	8.125196e+00	2	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	10	12	0	9	13	1	13	13	13	7.157768e+00	9.084749e+00	nan	8.915879e+00	9.047173e+00	nan	8.099446e+00	4.994723e+00	9.576636e+00	33.571000
FCB	1	1080000	nan	6.619841e+00	2	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	10	12	0	9	12	2	12	12	12	7.685633e+00	8.678429e+00	nan	9.065163e+00	9.005723e-02	nan	7.944209e+00	3.572003e+00	9.303392e+00	35.960000
FCB	1	1120000	nan	4.896521e+00	2	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	10	13	0	8	13	2	13	13	13	8.175922e+00	7.762984e+00	nan	1.003770e+00	-2.325371e-02	nan	6.966710e+00	1.849591e+00	8.539927e+00	55.473000
FCB	1	1160000	nan	3.842994e+00	1	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	10	13	0	9	12	2	13	13	13	7.552078e+00	6.536547e+00	nan	1.065516e+00	2.634065e-01	-2.674741e-01	6.142995e+00	1.302896e+00	8.147989e+00	36.224000
FCB	1	1200000	nan	3.699082e+00	1	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	13	0	9	13	2	13	13	12	7.244728e+00	6.016453e+00	nan	1.115199e+00	1.310938e-01	-2.683920e-01	5.284457e+00	2.182219e+00	7.886898e+00	37.332000
FCB	1	1240000	nan	4.262434e+00	2	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	12	0	9	13	2	13	12	13	7.190430e+00	5.823489e+00	nan	1.122265e+00	2.187383e-01	nan	5.217131e+00	2.447445e+00	7.817542e+00	72.431000
FCB	1	1280000	nan	4.247013e+00	2	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	13	0	9	12	1	12	12	12	6.329467e+00	5.673228e+00	nan	1.174136e+00	7.534319e-02	nan	5.515482e+00	3.086692e+00	7.874744e+00	78.859000
FCB	1	1320000	nan	5.703754e+00	2	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	12	0	10	13	0	13	13	13	6.601501e+00	6.730781e+00	nan	8.576602e+00	-5.437276e-02	nan	5.894731e+00	3.477018e+00	8.700020e+00	25.708000
FCB	1	1360000	nan	6.161851e+00	2	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	12	0	9	12	1	13	13	12	6.954166e+00	7.527899e+00	nan	9.176573e+00	-2.001917e-01	nan	6.566528e+00	4.012598e+00	9.095388e+00	40.232000
FCB	1	1400000	nan	6.279696e+00	2	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	13	0	9	13	1	12	12	12	7.193508e+00	7.603880e+00	nan	9.122640e+00	-1.996670e-01	nan	6.746111e+00	4.183139e+00	9.308262e+00	51.605000
FCB	1	1440000	nan	5.621863e+00	1	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	12	0	10	13	1	13	11	13	8.102068e+00	7.579395e+00	nan	8.592119e+00	1.633689e-01	-2.315222e-01	6.943128e+00	4.598037e+00	9.228307e+00	44.351000
FCB	1	1480000	nan	5.522886e+00	1	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	12	0	9	12	1	13	11	12	8.158526e+00	6.766116e+00	nan	9.103202e+00	2.655274e-02	-2.314821e-01	6.947501e+00	4.290845e+00	9.121826e+00	66.378000
FCB	1	1520000	nan	6.086275e+00	2	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	13	0	9	13	1	13	12	12	7.634848e+00	6.897388e+00	nan	8.380227e+00	2.452968e-01	nan	6.596080e+00	3.884416e+00	8.965666e+00	26.894000
FCB	1	1560000	nan	5.834556e+00	2	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	11	0	9	12	0	12	12	12	6.043871e+00	6.825066e+00	nan	8.337005e+00	3.409353e-01	nan	7.358537e+00	3.347501e+00	8.588979e+00	42.707000
FCB	1	1600000	nan	5.723003e+00	2	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	12	0	7	13	0	12	12	11	5.290942e+00	7.090316e+00	nan	8.195895e+00	1.416155e-01	nan	7.460497e+00	3.421650e+00	8.460104e+00	35.572000
FCB	1	1640000	nan	6.033251e+00	2	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	12	0	8	13	0	13	13	12	6.181533e+00	7.325983e+00	nan	8.579580e+00	5.727309e-01	nan	7.275325e+00	3.753254e+00	8.544354e+00	84.615000
FCB	1	1680000	nan	6.045012e+00	2	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	9	0	8	13	0	12	13	12	6.810551e+00	7.439123e+00	nan	8.734334e+00	1.045299e-01	nan	6.605253e+00	3.983077e+00	8.638213e+00	57.628000
FCB	1	1720000	nan	6.472248e+00	2	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	8	0	9	12	0	13	12	13	7.481223e+00	8.177555e+00	nan	8.927782e+00	1.380798e+00	nan	6.347251e+00	4.258197e+00	8.732934e+00	26.520000
FCB	1	1760000	nan	6.375496e+00	2	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	9	0	8	12	0	12	11	12	7.095940e+00	8.336486e+00	nan	8.783479e+00	6.516021e-01	nan	6.505514e+00	4.542676e+00	8.712775e+00	70.933000
FCB	1	1800000	nan	6.784115e+00	2	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	10	0	10	12	0	12	10	13	7.606553e+00	8.735579e+00	nan	8.971600e+00	1.201817e+00	nan	7.163508e+00	4.750788e+00	9.058960e+00	49.156000
FCB	1	1840000	nan	7.004588e+00	2	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	10	0	10	12	0	13	8	12	7.818001e+00	8.933794e+00	nan	9.096622e+00	1.291785e+00	nan	8.057630e+00	4.556872e+00	9.277408e+00	36.910000
FCB	1	1880000	nan	7.136810e+00	2	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	11	0	8	11	0	12	8	12	7.234967e+00	9.445072e+00	nan	9.458865e+00	1.128974e+00	nan	8.151470e+00	4.924132e+00	9.614193e+00	26.849000
FCB	1	1920000	nan	8.314925e+00	2	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	13	0	9	13	0	12	10	12	5.956583e+00	9.410717e+00	nan	9.798924e+00	9.705287e+00	nan	8.984870e+00	4.924519e+00	9.423572e+00	52.494000
FCB	1	1960000	nan	7.232517e+00	2	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	13	0	8	12	0	10	9	13	8.550623e+00	9.119554e+00	nan	-4.769950e-02	9.890816e+00	nan	9.185202e+00	5.649871e+00	8.279251e+00	82.494000
FCB	1	2000000	nan	5.544336e+00	2	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	13	0	8	12	1	7	12	13	8.814495e+00	8.631612e+00	nan	-2.092474e-01	9.148855e+00	nan	-1.685279e-01	5.200672e+00	7.392495e+00	28.299000
FCB	1	2040000	nan	5.532423e+00	2	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	12	0	8	13	2	6	13	13	8.701799e+00	7.997627e+00	nan	-2.004248e-01	8.680206e+00	nan	-1.684138e-01	6.088280e+00	7.627889e+00	32.089000
FCB	1	2080000	nan	5.176200e+00	2	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	12	0	9	12	2	5	12	12	7.082565e+00	6.224293e+00	nan	-1.580549e-01	7.865432e+00	-1.080589e-01	nan	6.940295e+00	8.386931e+00	22.012000
FCB	1	2120000	nan	4.733462e+00	1	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	13	0	10	13	4	6	13	13	5.503361e+00	6.618407e+00	nan	2.104372e-01	6.040421e+00	1.187590e+00	4.215227e+00	6.448736e+00	7.643515e+00	44.413000
FCB	1	2160000	nan	4.086551e+00	1	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	12	0	9	13	7	8	12	12	5.121761e+00	6.569562e+00	nan	6.285060e-02	5.170376e+00	1.187650e+00	2.305308e+00	6.005606e+00	6.269297e+00	37.767000
FCB	1	2200000	nan	5.755496e+00	1	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	13	0	11	13	8	10	13	12	5.947748e+00	6.386411e+00	nan	8.151496e+00	4.322737e+00	3.549010e+00	6.504398e+00	6.178004e+00	5.004163e+00	91.806000
FCB	1	2240000	nan	6.672858e+00	1	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	13	0	10	13	10	12	13	13	5.829537e+00	7.677729e+00	nan	7.372371e+00	4.510977e+00	6.356985e+00	8.327304e+00	5.857596e+00	7.450362e+00	91.728000
FCB	1	2280000	nan	6.376518e+00	1	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	12	0	9	12	12	12	13	12	5.334341e+00	8.152949e+00	nan	7.495482e+00	2.591138e+00	6.199402e+00	8.026894e+00	5.901190e+00	7.310746e+00	63.899000
FCB	1	2320000	nan	6.513089e+00	1	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	12	0	9	12	12	13	13	13	5.611809e+00	8.280983e+00	nan	7.211148e+00	2.812432e+00	6.726186e+00	8.197377e+00	6.202510e+00	7.062267e+00	46.144000
FCB	1	2360000	nan	6.421989e+00	1	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	11	0	8	12	13	13	14	13	6.638689e+00	7.937444e+00	nan	7.288707e+00	1.196946e+00	7.430857e+00	8.041557e+00	6.086256e+00	6.755458e+00	50.265000
FCB	1	2400000	nan	4.868343e+00	1	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	12	0	8	12	12	12	13	12	7.331845e+00	3.846186e+00	nan	6.462450e+00	2.152499e+00	-2.357573e-01	6.731963e+00	5.880402e+00	6.777160e+00	37.675000
FCB	1	2440000	nan	3.926127e+00	1	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	12	0	8	12	12	13	12	13	4.493470e-01	3.956098e+00	nan	5.696651e+00	2.890132e+00	-2.493679e-01	6.070254e+00	5.793092e+00	6.802810e+00	46.737000
FCB	1	2480000	nan	3.803035e+00	1	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	12	0	9	9	12	12	12	10	2.612617e-01	3.802875e+00	nan	5.222134e+00	2.721402e+00	-2.529431e-01	6.190025e+00	5.446176e+00	7.033349e+00	31.341000
FCB	1	2520000	nan	3.286384e+00	1	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	11	13	0	9	7	11	12	13	9	1.525481e-01	3.026311e+00	nan	4.773298e+00	5.460225e+00	-2.679528e-01	6.073346e+00	4.874015e+00	2.199280e+00	36.193000
FCB	1	2560000	nan	2.558713e+00	2	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	12	0	9	7	12	13	12	8	-1.634962e-02	2.714822e+00	nan	4.439472e+00	nan	-2.831339e-01	5.720615e+00	3.659226e+00	1.676341e+00	45.692000
FCB	1	2600000	nan	1.257061e+00	1	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	13	0	9	7	12	12	12	8	9.412541e-03	2.250099e+00	nan	2.605394e+00	-3.417741e-01	-3.107863e-01	1.436864e-01	2.765796e+00	2.934661e+00	98.843000
FCB	1	2640000	nan	1.048281e+00	1	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	12	0	8	7	12	13	13	8	-6.025596e-03	2.400988e+00	nan	2.962965e+00	-3.408237e-01	-3.427162e-01	1.200602e+00	2.439746e+00	7.151309e-02	53.196000
FCB	1	2680000	nan	2.455219e+00	1	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	12	0	9	9	13	12	13	10	1.754485e-01	4.166688e+00	nan	3.881000e+00	5.033098e-01	-3.221265e-01	2.564238e+00	3.316364e+00	5.356830e+00	46.879000
FCB	1	2720000	nan	2.394719e+00	1	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	13	0	8	12	12	13	13	13	1.558390e-01	4.088739e+00	nan	4.422935e+00	6.568273e-01	-3.013518e-01	2.747590e+00	2.489281e+00	4.897891e+00	32.448000
FCB	1	2760000	nan	2.546926e+00	1	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	12	0	8	13	13	13	12	12	-1.409539e-02	5.543965e+00	nan	5.422821e+00	3.538370e-01	-2.964943e-01	2.988410e+00	1.932619e+00	4.444345e+00	56.379000
FCB	1	2800000	nan	4.090416e+00	1	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	13	0	8	12	13	12	13	13	-1.836256e-01	6.697196e+00	nan	5.763588e+00	8.210845e+00	-2.780598e-01	4.731522e+00	1.971072e+00	5.810788e+00	57.518000
FCB	1	2840000	nan	4.566806e+00	1	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	13	0	8	13	13	13	12	13	-2.508382e-01	7.121159e+00	nan	8.045160e+00	8.254068e+00	-2.530081e-01	5.523154e+00	1.947509e+00	6.147245e+00	57.221000
FCB	1	2880000	nan	4.511364e+00	1	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	12	0	9	12	13	12	9	12	-2.517056e-01	7.462778e+00	nan	7.487740e+00	8.051001e+00	-2.517612e-01	5.940688e+00	2.056982e+00	5.595193e+00	51.698000
FCB	1	2920000	nan	5.761430e+00	1	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	13	0	8	13	13	13	6	12	-2.419182e-01	8.215908e+00	nan	8.541987e+00	8.627929e+00	-2.453282e-01	7.291518e+00	7.896130e+00	6.005218e+00	29.812000
FCB	1	2960000	nan	6.157137e+00	1	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	12	0	8	13	13	13	7	12	-2.352763e-01	8.367612e+00	nan	9.128434e+00	8.942013e+00	-2.354846e-01	7.734206e+00	7.894419e+00	7.661170e+00	38.173000
FCB	1	3000000	nan	6.255949e+00	2	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	13	0	9	12	13	12	5	12	-2.300900e-01	8.470417e+00	nan	9.294051e+00	9.094394e+00	-2.315973e-01	8.796958e+00	nan	8.597511e+00	33.010000
FCB	1	3040000	nan	6.714319e+00	1	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	13	0	9	13	13	12	6	12	-2.220878e-01	7.416528e+00	nan	9.716682e+00	8.999656e+00	-2.278160e-01	9.234711e+00	9.735142e+00	9.061733e+00	60.996000
FCB	1	3080000	nan	6.608434e+00	1	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	12	0	10	13	12	12	9	12	1.476594e+00	6.133245e+00	nan	9.475224e+00	9.185296e+00	-2.281693e-01	9.259240e+00	8.753691e+00	8.812355e+00	27.285000
FCB	1	3120000	nan	4.035147e+00	1	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	13	0	9	13	12	13	11	13	2.287111e+00	5.337446e+00	nan	8.660656e+00	-2.592095e-01	-2.393733e-01	7.842952e+00	8.297578e-01	7.821833e+00	36.129000
FCB	1	3160000	nan	3.910921e+00	1	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	12	0	10	14	13	13	13	12	2.084306e+00	4.439112e+00	nan	7.948633e+00	-2.646462e-01	-2.652622e-01	7.744697e+00	2.694516e+00	6.906016e+00	40.342000
FCB	1	3200000	nan	3.660887e+00	1	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	13	0	10	12	13	12	13	13	2.319835e+00	3.345497e+00	nan	7.849998e+00	-2.676220e-01	-2.674800e-01	7.569563e+00	2.068822e+00	6.668486e+00	48.345000
FCB	1	3240000	nan	3.695526e+00	1	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	12	0	11	13	13	13	13	12	2.391058e+00	3.098005e+00	nan	7.853050e+00	-2.666835e-01	-2.669489e-01	7.592917e+00	2.496043e+00	6.666769e+00	49.155000
FCB	1	3280000	nan	4.196156e+00	1	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	13	0	10	12	13	12	13	12	3.995111e+00	4.866819e+00	nan	8.118580e+00	-2.568684e-01	-2.594506e-01	7.812993e+00	2.678605e+00	6.613457e+00	40.139000
FCB	1	3320000	nan	4.413475e+00	1	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	13	0	11	13	12	13	13	13	4.775467e+00	5.666523e+00	nan	8.479333e+00	-2.517429e-01	-2.528482e-01	7.747150e+00	3.399051e+00	5.744865e+00	34.897000
FCB	1	3360000	nan	4.685742e+00	1	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	12	0	10	12	13	13	14	12	6.119092e+00	5.679243e+00	nan	8.703814e+00	-2.506326e-01	-2.465875e-01	7.639264e+00	4.170354e+00	5.671387e+00	26.209000
FCB	1	3400000	nan	5.092493e+00	1	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	13	0	9	12	12	12	13	12	6.801654e+00	6.338458e+00	nan	8.912690e+00	-2.410068e-01	-2.430568e-01	7.881824e+00	4.955828e+00	6.333554e+00	28.017000
FCB	1	3440000	nan	5.345342e+00	1	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	13	0	9	13	12	13	12	12	6.737674e+00	7.058412e+00	nan	9.040486e+00	-2.410782e-01	-2.399227e-01	8.269300e+00	5.584299e+00	6.553567e+00	46.847000
FCB	1	3480000	nan	5.353828e+00	1	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	11	0	9	13	12	12	13	13	5.961666e+00	6.506653e+00	nan	9.099205e+00	-2.338245e-01	-2.418004e-01	8.480578e+00	5.614285e+00	7.643865e+00	27.315000
FCB	1	3520000	nan	5.445040e+00	1	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	9	0	10	13	13	13	13	13	6.246007e+00	6.698765e+00	nan	8.641535e+00	-2.029744e-01	-2.516059e-01	8.720333e+00	5.510520e+00	8.197742e+00	31.919000
FCB	1	3560000	nan	4.637046e+00	1	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	8	0	10	13	13	12	13	12	5.618889e+00	-2.403555e-01	nan	9.257580e+00	-2.301940e-01	-2.613707e-01	8.708296e+00	6.078486e+00	8.165041e+00	35.599000
FCB	1	3600000	nan	4.790490e+00	1	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	9	0	9	12	12	12	13	12	5.438789e+00	-2.407052e-01	nan	9.280982e+00	-2.453359e-01	-2.457241e-01	8.788048e+00	6.561981e+00	8.985882e+00	33.478000
FCB	1	3640000	nan	4.730521e+00	1	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	9	0	10	13	12	13	13	13	5.022898e+00	-2.407594e-01	nan	9.091782e+00	-2.551158e-01	-2.539856e-01	8.821423e+00	6.591214e+00	9.066708e+00	33.088000
FCB	1	3680000	nan	5.781799e+00	1	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	10	0	9	12	13	13	13	12	5.119924e+00	7.545060e+00	nan	9.063615e+00	-2.470923e-01	-2.434816e-01	9.182256e+00	7.012431e+00	8.821680e+00	45.068000
