FAN	HALF	t	nss_mean	nss_nanmean	n_nan	n_subjects	n_reference	method	dt	n_norm	SIGMA_X	SIGMA_Y	SIGMA_T	dt_max	qf0	qf1	qf2	qf3	qf4	qf5	qf6	qf7	qf8	nss0	nss1	nss2	nss3	nss4	nss5	nss6	nss7	nss8	total_time
FCB	1	741720000	1.856315e+00	1.856315e+00	0	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	11	6	9	11	12	13	9	12	-2.800000e-01	3.521993e+00	-3.494566e-01	5.215810e+00	4.189532e-01	3.216906e+00	5.569969e+00	-2.622132e-01	-3.451258e-01	25.954000
FCB	1	741760000	1.799670e+00	1.799670e+00	0	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	11	7	9	11	13	12	10	12	-3.295839e-01	3.436569e+00	-3.495069e-01	5.523443e+00	1.225642e+00	1.928665e+00	4.884529e+00	2.558212e-01	-3.785443e-01	26.139000
FCB	1	741800000	1.820829e+00	1.820829e+00	0	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	11	12	9	8	12	12	12	11	9	-3.339797e-01	3.391546e+00	-3.346971e-01	5.576804e+00	2.012685e+00	5.766481e-01	4.337248e+00	1.535742e+00	-3.745332e-01	25.912000
FCB	1	741840000	3.155828e+00	3.155828e+00	0	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	10	13	12	8	12	13	13	13	7	-3.160928e-01	4.245996e+00	5.356076e+00	6.315525e+00	5.038254e+00	2.117859e+00	5.511431e+00	4.859756e-01	-3.525711e-01	26.083000
FCB	1	741880000	1.665006e+00	1.665006e+00	0	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	10	13	13	8	12	13	12	13	6	-3.232043e-01	4.953379e+00	-3.167196e-01	9.354851e-01	3.595204e+00	1.985901e+00	4.455125e+00	5.266827e-02	-3.527810e-01	26.021000
FCB	1	741920000	1.307368e+00	1.307368e+00	0	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	9	13	12	9	13	12	12	13	7	-3.376942e-01	3.864958e+00	-3.169176e-01	1.169163e+00	2.228302e+00	1.859400e+00	3.706733e+00	-4.319590e-02	-3.644375e-01	26.161000
FCB	1	741960000	1.773415e+00	1.773415e+00	0	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	7	12	13	8	13	12	14	12	8	-3.222605e-01	3.380186e+00	-3.265513e-01	1.899737e+00	2.281862e+00	2.691726e+00	3.835652e+00	2.884415e+00	-3.640331e-01	26.037000
FCB	1	742000000	1.900981e+00	1.900981e+00	0	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	8	13	12	9	11	12	12	13	9	-3.135695e-01	3.309566e+00	-2.984956e-01	1.781863e+00	2.507958e+00	3.050502e+00	4.250111e+00	3.156521e+00	-3.356316e-01	25.974000
FCB	1	742040000	2.365916e+00	2.365916e+00	0	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	8	12	13	9	11	13	13	13	12	3.982161e+00	3.408063e+00	-2.769204e-01	1.530600e+00	2.014141e+00	3.201582e+00	4.397296e+00	3.345804e+00	-3.094796e-01	26.176000
FCB	1	742080000	2.880609e+00	2.880609e+00	0	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	8	13	12	7	9	13	12	13	12	4.703359e+00	4.384869e+00	-2.646670e-01	1.505828e+00	3.011374e+00	2.674729e+00	5.609376e+00	4.594534e+00	-2.939231e-01	25.974000
