FAN	HALF	t	nss_mean	nss_nanmean	n_nan	n_subjects	n_reference	method	dt	n_norm	SIGMA_X	SIGMA_Y	SIGMA_T	dt_max	qf0	qf1	qf2	qf3	qf4	qf5	nss0	nss1	nss2	nss3	nss4	nss5	total_time
BVB	1	2669760000	6.936215e-01	6.936215e-01	0	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	10	11	9	10	13	11	2.104643e+00	-3.423215e-01	4.799161e-01	4.596567e-01	9.496226e-01	5.102126e-01	35.942000
BVB	1	2669800000	6.800608e-01	6.800608e-01	0	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	10	13	10	13	13	12	2.107924e+00	-3.328535e-01	3.111859e-01	7.840318e-01	9.648646e-01	2.452117e-01	32.978000
BVB	1	2669840000	8.350731e-01	8.350731e-01	0	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	11	9	12	12	10	2.648144e+00	-3.265574e-01	4.751289e-01	8.604147e-01	1.234536e+00	1.187730e-01	33.478000
BVB	1	2669880000	7.881954e-01	7.881954e-01	0	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	11	10	10	13	12	10	2.700544e+00	-3.347906e-01	1.741079e-01	6.773552e-01	1.377237e+00	1.347195e-01	36.395000
BVB	1	2669920000	8.918841e-01	8.918841e-01	0	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	9	10	13	12	10	2.729497e+00	-3.382166e-01	3.216749e-01	6.173907e-01	1.576896e+00	4.440633e-01	35.303000
BVB	1	2669960000	8.206222e-01	8.206222e-01	0	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	10	8	12	13	13	10	2.721550e+00	-3.440836e-01	5.666923e-01	1.898351e-01	1.173837e+00	6.159023e-01	37.721000
BVB	1	2670000000	9.845526e-01	9.845526e-01	0	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	11	6	11	13	13	11	2.851775e+00	-3.397993e-01	5.901685e-01	2.733478e-01	1.620569e+00	9.112550e-01	34.070000
BVB	1	2670040000	1.010613e+00	1.010613e+00	0	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	10	5	11	12	12	12	2.783070e+00	-3.413968e-01	8.053803e-01	2.654204e-01	1.517597e+00	1.033607e+00	34.788000
BVB	1	2670080000	8.498841e-01	8.498841e-01	0	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	6	12	11	13	12	1.903362e+00	-3.445163e-01	1.111654e+00	3.395565e-01	1.256498e+00	8.327500e-01	33.821000
BVB	1	2670120000	6.568263e-01	6.568263e-01	0	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	7	11	9	13	12	1.460137e+00	-3.817485e-01	1.160627e+00	-2.892660e-01	9.386214e-01	1.052587e+00	36.098000
BVB	1	2670160000	9.773281e-01	9.773281e-01	0	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	8	10	7	13	12	7.482125e-01	-3.881743e-01	1.852213e+00	-1.493760e-01	2.415347e+00	1.385746e+00	32.307000
BVB	1	2670200000	9.627027e-02	9.627027e-02	0	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	9	10	6	13	12	7.896158e-01	-3.848682e-01	-2.387636e-01	-2.521962e-01	9.620405e-02	5.676298e-01	34.913000
BVB	1	2670240000	-7.195466e-02	-7.195466e-02	0	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	12	8	4	13	13	3.038474e-01	-3.755336e-01	4.379473e-03	-3.923973e-01	2.756190e-01	-2.476428e-01	36.395000
BVB	1	2670280000	-7.886606e-02	-7.886606e-02	0	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	11	9	6	13	13	9.662763e-01	-3.570777e-01	-1.623659e-01	-3.927511e-01	-1.804580e-01	-3.468198e-01	33.290000
BVB	1	2670320000	5.945806e-01	5.945806e-01	0	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	12	9	7	13	12	2.163731e+00	-3.393643e-01	-8.413375e-02	-1.065296e-01	2.271099e+00	-3.373188e-01	32.495000
BVB	1	2670360000	9.958082e-01	9.958082e-01	0	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	12	9	10	13	12	3.042966e+00	-3.281958e-01	7.892674e-01	-3.448268e-01	3.132094e+00	-3.164553e-01	34.570000
BVB	1	2670400000	1.812529e+00	1.812529e+00	0	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	12	10	11	13	13	2.629175e+00	-3.335699e-01	1.115125e+00	5.450973e+00	2.326226e+00	-3.127571e-01	35.365000
BVB	1	2670440000	1.122695e+00	1.122695e+00	0	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	12	11	13	11	12	1.871500e+00	-3.388960e-01	8.787240e-01	3.286690e+00	1.120613e+00	-8.246214e-02	35.069000
BVB	1	2670480000	4.445571e-01	4.445571e-01	0	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	10	10	13	12	12	2.316830e-01	-2.857223e-01	8.783544e-01	2.153493e+00	-1.228591e-01	-1.876066e-01	35.288000
BVB	1	2670520000	7.705218e-01	7.705218e-01	0	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	11	9	12	11	12	1.040822e+00	4.669114e-01	1.294117e+00	6.281080e-01	1.234300e+00	-4.112767e-02	35.365000
BVB	1	2670560000	1.546425e+00	1.546425e+00	0	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	10	9	13	12	12	2.101026e+00	5.053178e-01	2.641175e+00	3.256308e+00	5.733664e-01	2.013574e-01	36.177000
BVB	1	2670600000	1.776752e+00	1.776752e+00	0	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	12	9	12	12	10	4.293315e+00	1.256289e-02	1.753153e+00	4.636628e+00	-8.655962e-02	5.140957e-02	34.289000
BVB	1	2670640000	1.903351e+00	1.903351e+00	0	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	12	10	13	11	7	5.247396e+00	-1.580966e-01	1.392087e+00	5.254710e+00	-1.976251e-01	-1.183632e-01	35.693000
BVB	1	2670680000	1.888713e+00	1.888713e+00	0	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	12	10	13	12	6	5.601183e+00	-1.932800e-01	1.025511e+00	5.398679e+00	-1.981913e-01	-3.016237e-01	32.713000
BVB	1	2670720000	nan	2.527421e+00	1	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	13	8	13	11	5	6.052525e+00	-9.068925e-02	7.617102e-01	6.008380e+00	-9.482004e-02	nan	29.360000
BVB	1	2670760000	2.160045e+00	2.160045e+00	0	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	12	7	13	12	6	5.187642e+00	2.172806e-01	3.622860e-01	4.956837e+00	2.430404e+00	-1.941775e-01	26.801000
BVB	1	2670800000	2.489197e+00	2.489197e+00	0	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	11	13	7	12	12	8	4.643413e+00	2.253486e-01	3.289533e-01	6.032646e+00	2.759552e+00	9.452675e-01	16.411000
BVB	1	2670840000	3.236194e+00	3.236194e+00	0	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	13	8	13	12	11	4.312731e+00	4.304824e-01	3.375571e-01	6.390600e+00	3.323572e+00	4.622224e+00	40.997000
BVB	1	2670880000	2.680906e+00	2.680906e+00	0	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	11	12	8	12	13	12	4.494200e+00	8.558350e-01	1.982635e-01	3.004428e+00	2.582342e+00	4.950370e+00	34.476000
BVB	1	2670920000	3.597227e+00	3.597227e+00	0	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	13	8	13	11	12	5.659173e+00	1.189965e+00	3.881684e-01	7.128991e+00	2.079215e+00	5.137851e+00	33.587000
BVB	1	2670960000	3.343377e+00	3.343377e+00	0	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	12	8	13	12	13	6.488731e+00	-2.405601e-01	6.053769e-01	6.764117e+00	1.232461e+00	5.210134e+00	43.587000
BVB	1	2671000000	3.565216e+00	3.565216e+00	0	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	13	7	12	12	13	7.122757e+00	-2.434438e-01	9.091178e-01	6.878557e+00	2.106743e+00	4.617564e+00	32.962000
BVB	1	2671040000	3.512713e+00	3.512713e+00	0	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	12	8	13	11	12	6.946722e+00	-2.495727e-01	1.600291e+00	6.975909e+00	1.488476e+00	4.314450e+00	33.010000
BVB	1	2671080000	3.664766e+00	3.664766e+00	0	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	12	8	12	12	12	6.223754e+00	-2.483263e-01	2.141157e+00	6.916213e+00	1.998625e-01	6.755933e+00	33.696000
BVB	1	2671120000	3.132014e+00	3.132014e+00	0	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	13	9	13	12	12	5.870852e+00	-2.376281e-01	1.331011e+00	6.265253e+00	3.668174e-01	5.195779e+00	30.233000
BVB	1	2671160000	2.509533e+00	2.509533e+00	0	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	12	8	13	13	12	5.703809e+00	-2.443177e-01	9.738614e-01	5.692477e+00	8.809231e-02	2.843273e+00	26.754000
BVB	1	2671200000	2.383704e+00	2.383704e+00	0	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	13	10	13	13	12	5.337345e+00	-2.370764e-01	7.700511e-01	3.467392e+00	6.327756e-01	4.331736e+00	24.976000
BVB	1	2671240000	2.070369e+00	2.070369e+00	0	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	13	9	13	13	11	4.479353e+00	-2.759700e-01	7.615545e-01	2.145143e+00	6.137694e-01	4.698361e+00	20.998000
BVB	1	2671280000	2.342923e+00	2.342923e+00	0	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	11	12	9	12	13	11	4.663059e+00	-2.700478e-01	1.570505e+00	1.765624e+00	9.773474e-01	5.351052e+00	47.705000
BVB	1	2671320000	2.606536e+00	2.606536e+00	0	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	12	10	13	13	12	5.286590e+00	-2.623331e-01	1.678830e+00	2.477122e+00	1.061282e+00	5.397725e+00	32.994000
BVB	1	2671360000	3.050850e+00	3.050850e+00	0	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	11	9	12	13	12	5.944233e+00	-2.551500e-01	2.022122e+00	2.411005e+00	2.442591e+00	5.740297e+00	33.977000
BVB	1	2671400000	3.537005e+00	3.537005e+00	0	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	12	9	13	13	12	6.765300e+00	-2.407920e-01	1.665591e+00	3.599801e+00	2.890608e+00	6.541524e+00	32.869000
BVB	1	2671440000	3.514347e+00	3.514347e+00	0	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	12	9	13	12	12	6.814060e+00	-2.409499e-01	1.392275e+00	3.972259e+00	2.523482e+00	6.624954e+00	36.816000
BVB	1	2671480000	2.883729e+00	2.883729e+00	0	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	12	9	13	13	12	3.756347e+00	-2.453861e-01	1.370999e+00	4.441626e+00	1.997005e+00	5.981780e+00	32.916000
BVB	1	2671520000	2.876364e+00	2.876364e+00	0	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	13	9	13	13	11	3.761508e+00	-2.474306e-01	1.570113e+00	4.430653e+00	1.955088e+00	5.788256e+00	31.356000
BVB	1	2671560000	2.752054e+00	2.752054e+00	0	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	12	9	12	13	11	3.457022e+00	-2.534158e-01	1.771977e+00	4.323313e+00	1.523244e+00	5.690186e+00	34.476000
BVB	1	2671600000	2.898927e+00	2.898927e+00	0	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	13	10	13	13	10	3.383644e+00	-2.813417e-01	1.846696e+00	4.074561e+00	3.062079e+00	5.307923e+00	36.192000
BVB	1	2671640000	1.190016e+00	1.190016e+00	0	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	13	9	12	13	7	1.771208e+00	-3.212410e-01	2.078776e+00	4.195081e+00	-3.183569e-01	-2.653695e-01	25.303000
BVB	1	2671680000	1.605032e+00	1.605032e+00	0	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	11	12	9	13	13	5	3.604497e+00	-3.007668e-01	1.650265e+00	5.249931e+00	-3.081102e-01	-2.656248e-01	21.981000
BVB	1	2671720000	nan	2.219237e+00	1	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	11	11	9	13	12	4	5.471935e+00	-2.826241e-01	7.172274e-01	5.473943e+00	-2.842947e-01	nan	34.491000
BVB	1	2671760000	3.812573e+00	3.812573e+00	0	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	10	7	10	13	5	6.450151e+00	-2.765948e-01	1.941433e+00	6.761515e+00	-2.709274e-01	8.269859e+00	31.949000
BVB	1	2671800000	4.566509e+00	4.566509e+00	0	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	10	11	6	10	13	7	6.939676e+00	-2.582063e-01	1.526435e+00	6.959882e+00	3.962599e+00	8.268669e+00	28.829000
BVB	1	2671840000	2.795439e+00	2.795439e+00	0	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	10	11	5	9	12	9	7.104853e+00	-2.546204e-01	-2.771443e-01	-2.866014e-01	3.177802e+00	7.308346e+00	32.417000
BVB	1	2671880000	nan	2.041321e+00	1	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	10	10	6	10	12	12	6.234536e+00	-2.726738e-01	nan	-3.060581e-01	5.396567e-01	4.011143e+00	26.864000
BVB	1	2671920000	1.798490e+00	1.798490e+00	0	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	11	13	6	10	11	12	5.772234e+00	-2.860966e-01	-9.843233e-02	6.483430e-01	3.487310e-02	4.720018e+00	35.521000
BVB	1	2671960000	3.270338e+00	3.270338e+00	0	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	10	12	5	12	11	13	6.552582e+00	-2.715655e-01	6.776604e+00	-3.081286e-01	-1.313910e-01	7.003926e+00	22.183000
BVB	1	2672000000	4.004245e+00	4.004245e+00	0	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	13	6	13	12	13	7.050163e+00	-2.464431e-01	4.022781e+00	6.436323e+00	-1.076911e-01	6.870339e+00	33.291000
BVB	1	2672040000	4.050100e+00	4.050100e+00	0	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	13	7	12	11	13	6.547406e+00	-2.463791e-01	5.491585e+00	6.651299e+00	3.973380e-02	5.816957e+00	37.580000
BVB	1	2672080000	3.720456e+00	3.720456e+00	0	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	13	7	12	11	13	4.677695e+00	-2.478258e-01	6.148053e+00	6.043886e+00	1.726259e-01	5.528301e+00	19.485000
BVB	1	2672120000	3.861833e+00	3.861833e+00	0	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	12	6	11	13	12	5.752208e+00	-2.442746e-01	6.179179e+00	6.139207e+00	2.194602e-01	5.125222e+00	46.629000
BVB	1	2672160000	3.791513e+00	3.791513e+00	0	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	11	8	12	12	12	4.879976e+00	-2.414493e-01	6.110280e+00	6.147204e+00	4.037256e-01	5.449344e+00	40.716000
BVB	1	2672200000	3.892924e+00	3.892924e+00	0	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	12	7	12	13	13	4.974087e+00	-2.414483e-01	6.278320e+00	5.597789e+00	5.458688e-01	6.202925e+00	23.089000
BVB	1	2672240000	3.628526e+00	3.628526e+00	0	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	12	7	12	12	13	6.299166e+00	-2.394380e-01	5.497252e+00	3.804022e+00	7.389680e-01	5.671186e+00	40.638000
BVB	1	2672280000	3.656825e+00	3.656825e+00	0	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	11	7	13	13	13	6.443334e+00	-2.347300e-01	4.248637e+00	3.295643e+00	1.123275e+00	7.064792e+00	32.698000
BVB	1	2672320000	3.965385e+00	3.965385e+00	0	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	13	7	12	12	13	6.560465e+00	-2.292030e-01	5.532220e+00	3.109872e+00	1.632532e+00	7.186423e+00	33.353000
BVB	1	2672360000	4.496734e+00	4.496734e+00	0	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	12	7	13	12	13	7.101885e+00	-2.232996e-01	5.931619e+00	3.799913e+00	3.520541e+00	6.849748e+00	24.867000
BVB	1	2672400000	4.374339e+00	4.374339e+00	0	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	13	7	12	13	13	6.495755e+00	-2.337699e-01	6.269135e+00	3.442307e+00	3.170966e+00	7.101642e+00	33.025000
BVB	1	2672440000	3.055930e+00	3.055930e+00	0	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	13	9	13	13	13	6.352968e+00	-2.602982e-01	5.651056e+00	4.329556e+00	2.534000e+00	-2.717032e-01	42.822000
BVB	1	2672480000	3.773953e+00	3.773953e+00	0	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	13	10	13	13	13	6.469648e+00	-2.568233e-01	6.877432e+00	4.461475e+00	5.353019e+00	-2.610314e-01	40.156000
BVB	1	2672520000	4.395467e+00	4.395467e+00	0	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	12	10	12	12	13	6.949944e+00	-2.474576e-01	7.650842e+00	4.494333e+00	7.778680e+00	-2.535427e-01	33.697000
BVB	1	2672560000	4.338075e+00	4.338075e+00	0	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	11	11	10	13	12	6.202223e+00	-2.494636e-01	7.872795e+00	4.803213e+00	7.651773e+00	-2.520915e-01	33.665000
BVB	1	2672600000	3.707248e+00	3.707248e+00	0	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	12	10	7	13	12	7.639552e+00	-2.550538e-01	7.222366e+00	1.725909e+00	6.161041e+00	-2.503265e-01	36.145000
BVB	1	2672640000	2.419772e+00	2.419772e+00	0	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	12	10	7	12	11	6.544622e+00	-2.634228e-01	3.445517e+00	1.726166e+00	3.327491e+00	-2.617377e-01	24.320000
BVB	1	2672680000	nan	2.477411e+00	1	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	11	10	6	13	11	5.205585e+00	-2.686671e-01	3.698245e+00	nan	4.014108e+00	-2.622143e-01	26.910000
BVB	1	2672720000	2.771104e+00	2.771104e+00	0	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	13	11	7	13	10	5.485504e+00	-2.705189e-01	3.651630e+00	5.062385e+00	2.962499e+00	-2.648719e-01	26.504000
BVB	1	2672760000	2.874092e+00	2.874092e+00	0	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	11	12	11	9	12	12	5.924387e+00	-2.765899e-01	3.566815e+00	6.758351e+00	1.525168e+00	-2.535822e-01	32.526000
BVB	1	2672800000	2.422602e+00	2.422602e+00	0	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	11	12	11	11	12	11	5.980866e+00	-2.819493e-01	3.104460e+00	3.317665e+00	2.667347e+00	-2.527751e-01	31.730000
BVB	1	2672840000	2.705286e+00	2.705286e+00	0	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	11	12	10	13	12	11	6.393933e+00	-2.923141e-01	3.758265e+00	5.512272e+00	1.147003e+00	-2.874423e-01	32.465000
BVB	1	2672880000	2.788839e+00	2.788839e+00	0	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	13	9	12	13	11	5.891722e+00	-2.860031e-01	4.902779e+00	5.581009e+00	9.321553e-01	-2.886278e-01	35.724000
BVB	1	2672920000	2.529035e+00	2.529035e+00	0	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	12	10	13	13	10	4.717746e+00	-2.949578e-01	4.924475e+00	5.270147e+00	8.545887e-01	-2.977908e-01	36.941000
BVB	1	2672960000	4.526605e-01	4.526605e-01	0	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	12	10	13	12	10	3.309361e+00	-3.374936e-01	-3.588235e-01	-2.659391e-01	7.179105e-01	-3.490519e-01	34.694000
BVB	1	2673000000	2.491564e+00	2.491564e+00	0	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	11	9	13	13	11	5.539976e+00	-3.313052e-01	3.940590e+00	5.174530e+00	9.374761e-01	-3.118865e-01	32.588000
BVB	1	2673040000	3.273843e+00	3.273843e+00	0	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	12	9	13	13	12	6.727832e+00	-2.808001e-01	6.083657e+00	6.172502e+00	1.225677e+00	-2.858123e-01	45.240000
BVB	1	2673080000	2.280416e+00	2.280416e+00	0	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	11	10	12	13	13	5.028227e+00	-3.026396e-01	4.190751e+00	3.589325e+00	1.496386e+00	-3.195514e-01	47.252000
BVB	1	2673120000	1.770764e+00	1.770764e+00	0	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	13	10	13	13	11	1.877282e+00	-3.305007e-01	3.360758e+00	2.774589e+00	3.276721e+00	-3.342675e-01	33.073000
BVB	1	2673160000	2.878431e+00	2.878431e+00	0	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	13	9	12	12	10	7.713319e+00	-3.073727e-01	8.843843e-01	4.354514e+00	4.933351e+00	-3.076094e-01	44.616000
BVB	1	2673200000	2.815673e+00	2.815673e+00	0	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	12	10	13	13	8	5.917499e+00	-2.777115e-01	-6.339472e-02	6.521852e+00	5.089044e+00	-2.932485e-01	35.506000
BVB	1	2673240000	2.832116e+00	2.832116e+00	0	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	13	10	13	13	5	5.806294e+00	-2.683431e-01	-5.857166e-02	6.747400e+00	5.060373e+00	-2.944552e-01	34.570000
BVB	1	2673280000	nan	3.536191e+00	1	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	13	7	13	13	5	6.474989e+00	-2.462902e-01	9.716504e-02	7.253480e+00	4.101612e+00	nan	30.951000
BVB	1	2673320000	4.015371e+00	4.015371e+00	0	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	12	6	13	14	5	7.420317e+00	-2.338868e-01	-2.614867e-01	6.312094e+00	3.633889e+00	7.221299e+00	46.909000
BVB	1	2673360000	nan	5.318637e+00	1	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	12	5	12	12	6	7.837269e+00	-2.129363e-01	nan	7.389624e+00	4.357192e+00	7.222036e+00	32.307000
BVB	1	2673400000	5.298628e+00	5.298628e+00	0	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	11	6	13	13	8	7.861649e+00	-2.049823e-01	-2.436540e-01	8.245267e+00	6.875512e+00	9.257978e+00	48.532000
