FAN	HALF	t	nss_mean	nss_nanmean	n_nan	n_subjects	n_reference	method	dt	n_norm	SIGMA_X	SIGMA_Y	SIGMA_T	dt_max	qf0	qf1	qf2	qf3	qf4	qf5	nss0	nss1	nss2	nss3	nss4	nss5	total_time
BVB	1	750000000	nan	3.445901e+00	2	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	13	4	12	10	0	6.621525e+00	6.845880e+00	nan	-2.277086e-01	5.439074e-01	nan	11.155000
BVB	1	750040000	nan	2.267236e+00	1	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	13	5	10	10	0	6.280407e+00	5.529305e+00	-3.050311e-01	-2.754398e-01	1.069391e-01	nan	19.002000
BVB	1	750080000	nan	2.409311e+00	1	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	12	7	9	11	0	6.592260e+00	6.238094e+00	-3.006749e-01	-2.986509e-01	-1.844711e-01	nan	26.690000
BVB	1	750120000	nan	2.121027e+00	1	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	12	8	10	12	0	4.904395e+00	6.503721e+00	-2.858047e-01	-3.017794e-01	-2.153992e-01	nan	15.475000
BVB	1	750160000	nan	2.879445e-01	1	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	13	8	10	13	0	1.768830e+00	-3.532307e-01	-3.368294e-01	-3.536532e-01	7.146064e-01	nan	16.600000
BVB	1	750200000	nan	4.253095e-01	1	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	12	7	10	12	0	1.142650e+00	-3.451896e-01	-3.385440e-01	-3.291832e-01	1.996814e+00	nan	24.133000
BVB	1	750240000	nan	-5.918397e-02	1	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	13	9	12	12	0	4.845309e-01	-3.453526e-01	-3.127828e-01	-3.378016e-01	2.154862e-01	nan	22.604000
BVB	1	750280000	nan	-2.553727e-01	1	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	12	9	12	13	0	-6.904796e-02	-3.605862e-01	-2.722056e-01	-3.601339e-01	-2.148897e-01	nan	26.536000
BVB	1	750320000	nan	-2.400125e-01	1	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	12	9	13	12	0	-5.679008e-02	-3.611290e-01	-1.887877e-01	-3.611403e-01	-2.322155e-01	nan	21.887000
BVB	1	750360000	nan	-1.906819e-01	1	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	11	9	12	13	0	-8.353490e-03	-3.670796e-01	-1.187775e-01	-3.631038e-01	-9.609519e-02	nan	26.505000
BVB	1	750400000	nan	-1.284226e-01	1	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	10	10	13	13	0	9.040781e-02	-3.617136e-01	6.006898e-02	-3.502232e-01	-8.065270e-02	nan	25.116000
BVB	1	750440000	nan	1.920982e-01	1	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	8	9	13	13	0	8.543794e-02	-1.019112e-01	1.708808e+00	-3.633789e-01	-3.684648e-01	nan	16.832000
BVB	1	750480000	nan	5.027918e-02	1	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	7	8	13	13	0	-1.569736e-02	5.690304e-01	-3.003639e-01	1.626420e-01	-1.642152e-01	nan	22.402000
BVB	1	750520000	nan	-2.055641e-01	1	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	8	10	13	12	0	1.586205e-01	-3.662628e-01	-3.589622e-01	-3.412849e-01	-1.199309e-01	nan	25.835000
BVB	1	750560000	nan	3.438053e-01	1	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	9	11	12	13	0	1.328158e+00	-3.578210e-01	-3.454557e-01	-3.405098e-01	1.434655e+00	nan	23.400000
BVB	1	750600000	nan	1.429092e+00	1	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	6	11	13	13	0	2.620348e+00	-3.678625e-01	-3.362138e-01	-3.635612e-01	5.592750e+00	nan	24.914000
BVB	1	750640000	nan	8.973727e-02	1	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	7	11	13	13	0	1.143769e+00	-3.667102e-01	-3.428267e-01	-3.604683e-01	3.749226e-01	nan	19.625000
BVB	1	750680000	nan	-2.677710e-01	1	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	7	10	13	13	0	5.034570e-02	-3.697624e-01	-3.275571e-01	-3.444317e-01	-3.474495e-01	nan	26.411000
BVB	1	750720000	nan	-2.455792e-01	1	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	7	10	13	13	0	-3.906682e-02	-3.539760e-01	-3.230107e-01	-3.409112e-01	-1.709310e-01	nan	20.670000
BVB	1	750760000	nan	-9.522717e-02	1	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	8	7	12	12	0	3.274111e-01	-3.441250e-01	-3.366430e-01	-3.459786e-01	2.231996e-01	nan	26.614000
BVB	1	750800000	nan	1.087398e-01	1	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	11	6	13	12	0	6.184922e-01	-3.335374e-01	-3.324159e-01	-3.361191e-01	9.272791e-01	nan	21.044000
BVB	1	750840000	nan	-9.367773e-02	1	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	13	5	12	12	0	2.757158e-01	-3.265311e-01	-3.149971e-01	-3.274196e-01	2.248433e-01	nan	26.395000
BVB	1	750880000	nan	-2.217658e-01	1	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	12	6	13	12	0	7.795706e-02	-3.321308e-01	-3.121779e-01	-3.398091e-01	-2.026684e-01	nan	21.622000
BVB	1	750920000	nan	3.866262e-02	1	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	13	6	13	11	0	3.571494e-01	-3.449160e-01	2.996380e-01	-3.487456e-01	2.301873e-01	nan	15.834000
BVB	1	750960000	nan	7.017330e-01	1	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	13	7	13	13	0	1.404933e+00	-3.196835e-01	2.536217e+00	-3.160314e-01	2.032296e-01	nan	26.551000
BVB	1	751000000	nan	1.012208e+00	1	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	12	9	13	13	0	2.407762e+00	-3.001907e-01	2.720500e+00	-3.017313e-01	5.346980e-01	nan	23.291000
