FAN	HALF	t	nss_mean	nss_nanmean	n_nan	n_subjects	n_reference	method	dt	n_norm	SIGMA_X	SIGMA_Y	SIGMA_T	dt_max	qf0	qf1	qf2	qf3	qf4	qf5	nss0	nss1	nss2	nss3	nss4	nss5	total_time
BVB	1	521200000	nan	3.279469e+00	1	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	13	9	13	13	0	-2.316352e-01	4.582496e+00	5.069723e+00	6.407925e+00	5.688366e-01	nan	57.610000
BVB	1	521240000	nan	4.335029e+00	1	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	13	9	12	12	0	-2.119702e-01	6.749959e+00	5.710534e+00	6.992624e+00	2.433996e+00	nan	57.580000
BVB	1	521280000	nan	5.546826e+00	1	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	12	10	13	12	0	3.738075e+00	6.785540e+00	6.815356e+00	7.198694e+00	3.196462e+00	nan	57.221000
BVB	1	521320000	nan	5.909421e+00	1	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	13	10	13	13	0	3.060574e+00	7.471619e+00	7.866939e+00	7.137452e+00	4.010519e+00	nan	57.908000
BVB	1	521360000	nan	6.886093e+00	1	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	12	9	13	12	0	4.134818e+00	7.278137e+00	7.843541e+00	7.818311e+00	7.355655e+00	nan	57.190000
BVB	1	521400000	nan	6.657493e+00	1	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	13	10	13	13	0	4.309162e+00	5.619917e+00	8.708793e+00	7.406813e+00	7.242780e+00	nan	57.736000
BVB	1	521440000	nan	5.993333e+00	1	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	13	10	12	13	0	-2.016031e-01	5.749112e+00	8.730284e+00	8.202131e+00	7.486740e+00	nan	57.798000
BVB	1	521480000	nan	5.580577e+00	1	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	12	10	13	13	0	-2.043306e-01	4.769438e+00	8.596974e+00	6.442985e+00	8.297820e+00	nan	57.548000
BVB	1	521520000	nan	5.606291e+00	1	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	13	10	12	12	0	-2.058812e-01	4.999471e+00	8.223671e+00	6.312018e+00	8.702176e+00	nan	57.345000
BVB	1	521560000	nan	4.968594e+00	1	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	12	8	13	12	0	-2.084495e-01	5.246014e+00	6.926365e+00	5.999588e+00	6.879455e+00	nan	57.330000
BVB	1	521600000	nan	3.681195e+00	1	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	13	8	13	13	0	-2.289496e-01	4.024621e+00	6.336725e+00	5.026261e+00	3.247316e+00	nan	57.595000
BVB	1	521640000	nan	2.444084e+00	1	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	13	8	11	12	0	-2.464221e-01	2.527276e+00	5.531726e+00	3.588309e+00	8.195332e-01	nan	57.330000
BVB	1	521680000	nan	2.148804e+00	1	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	12	8	12	13	0	-2.487802e-01	1.932733e+00	4.836143e+00	3.476073e+00	7.478505e-01	nan	57.128000
BVB	1	521720000	nan	2.537251e+00	1	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	13	8	11	13	0	-2.495182e-01	1.676972e+00	5.494839e+00	4.782488e+00	9.814769e-01	nan	58.346000
BVB	1	521760000	nan	4.442396e+00	1	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	12	9	12	10	0	5.638999e+00	1.641251e+00	6.795332e+00	6.680277e+00	1.456122e+00	nan	57.174000
BVB	1	521800000	nan	5.202579e+00	1	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	13	10	12	8	0	8.522211e+00	1.473019e+00	7.915723e+00	7.678547e+00	4.233968e-01	nan	57.518000
BVB	1	521840000	nan	5.260923e+00	1	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	13	10	13	8	0	9.415326e+00	-2.065524e-01	8.101243e+00	8.971183e+00	2.341344e-02	nan	57.393000
BVB	1	521880000	nan	5.188530e+00	1	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	12	12	13	9	0	9.360374e+00	-2.149043e-01	8.291991e+00	8.709083e+00	-2.038936e-01	nan	57.330000
BVB	1	521920000	nan	4.917997e+00	1	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	13	11	12	9	0	8.864830e+00	-2.312626e-01	7.919691e+00	8.194258e+00	-1.575290e-01	nan	57.471000
BVB	1	521960000	nan	5.158756e+00	1	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	12	12	13	10	0	8.871132e+00	-2.340741e-01	8.452316e+00	8.818179e+00	-1.137748e-01	nan	57.174000
BVB	1	522000000	nan	6.662719e+00	1	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	13	11	12	13	0	8.884674e+00	6.891157e+00	8.578292e+00	8.932520e+00	2.695035e-02	nan	57.783000
BVB	1	522040000	nan	5.608137e+00	1	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	13	10	13	12	0	8.378760e+00	3.632156e+00	8.060081e+00	7.866247e+00	1.034406e-01	nan	57.720000
BVB	1	522080000	nan	5.975946e+00	1	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	12	9	13	12	0	8.500808e+00	4.601757e+00	8.408075e+00	8.100295e+00	2.687968e-01	nan	57.361000
BVB	1	522120000	nan	6.811500e+00	1	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	13	8	13	13	0	8.793963e+00	7.769037e+00	8.587963e+00	7.959441e+00	9.470950e-01	nan	57.268000
BVB	1	522160000	nan	6.612717e+00	1	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	13	9	13	12	0	8.875805e+00	7.270643e+00	8.121673e+00	7.789775e+00	1.005689e+00	nan	33.993000
BVB	1	522200000	nan	6.609662e+00	1	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	13	10	12	13	0	9.037875e+00	7.273694e+00	8.117559e+00	7.676191e+00	9.429891e-01	nan	57.408000
BVB	1	522240000	nan	6.660659e+00	1	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	13	9	13	12	0	8.735699e+00	7.511283e+00	7.898460e+00	8.171955e+00	9.858965e-01	nan	40.840000
BVB	1	522280000	nan	7.021601e+00	1	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	12	8	12	12	0	8.272840e+00	7.720768e+00	7.435497e+00	8.753537e+00	2.925365e+00	nan	49.016000
BVB	1	522320000	nan	6.721921e+00	1	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	13	8	13	13	0	8.362351e+00	7.260333e+00	7.266236e+00	7.422782e+00	3.297902e+00	nan	57.189000
BVB	1	522360000	nan	4.268057e+00	1	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	11	12	7	13	13	0	3.861509e+00	5.110953e+00	6.615002e+00	6.021848e+00	-2.690271e-01	nan	57.128000
BVB	1	522400000	nan	5.545775e+00	1	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	10	11	6	13	13	0	7.621949e+00	4.013977e+00	7.987268e+00	8.341493e+00	-2.358151e-01	nan	56.847000
BVB	1	522440000	nan	5.152263e+00	1	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	10	9	8	13	13	0	7.934347e+00	1.707532e+00	8.362579e+00	7.966505e+00	-2.096477e-01	nan	54.039000
BVB	1	522480000	nan	5.719922e+00	1	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	9	6	8	12	13	0	8.924683e+00	2.630915e+00	9.106769e+00	8.137180e+00	-1.999399e-01	nan	54.554000
BVB	1	522520000	nan	6.321242e+00	1	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	10	5	7	13	13	0	9.864463e+00	2.631061e+00	9.798255e+00	9.506494e+00	-1.940638e-01	nan	56.113000
BVB	1	522560000	nan	7.384809e+00	2	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	2	8	13	12	0	9.944242e+00	nan	1.009550e+01	9.687614e+00	-1.881200e-01	nan	45.366000
BVB	1	522600000	nan	6.271097e+00	1	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	11	2	8	13	12	0	9.424221e+00	2.968064e+00	9.849807e+00	9.306673e+00	-1.932815e-01	nan	56.113000
BVB	1	522640000	nan	6.033794e+00	1	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	11	2	8	13	12	0	8.961316e+00	2.966912e+00	9.303240e+00	9.137977e+00	-2.004770e-01	nan	56.129000
BVB	1	522680000	nan	2.514571e+00	1	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	11	4	8	12	13	0	4.159261e+00	2.104015e-01	3.806166e+00	4.623815e+00	-2.267894e-01	nan	55.894000
BVB	1	522720000	nan	2.804304e+00	1	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	11	7	9	13	13	0	6.374091e+00	2.105685e-01	5.663052e+00	2.013300e+00	-2.394890e-01	nan	56.753000
BVB	1	522760000	nan	2.916919e+00	1	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	10	8	9	12	13	0	6.413459e+00	8.117468e-02	4.381304e+00	3.955602e+00	-2.469450e-01	nan	56.488000
BVB	1	522800000	nan	2.550298e+00	1	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	10	10	8	13	13	0	6.069314e+00	4.897801e-01	2.329615e+00	4.109654e+00	-2.468721e-01	nan	56.878000
BVB	1	522840000	nan	4.271571e+00	1	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	10	11	8	13	12	0	6.379375e+00	3.182495e+00	6.316368e+00	5.702275e+00	-2.226594e-01	nan	56.800000
BVB	1	522880000	nan	5.276816e+00	1	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	10	11	8	13	13	0	7.730949e+00	3.661269e+00	7.298510e+00	7.898124e+00	-2.047747e-01	nan	50.966000
BVB	1	522920000	nan	5.837772e+00	1	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	11	9	13	12	0	8.295612e+00	5.109903e+00	7.568463e+00	8.415706e+00	-2.008252e-01	nan	57.252000
BVB	1	522960000	nan	6.668491e+00	1	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	11	9	12	13	0	8.740293e+00	7.809725e+00	8.028781e+00	8.959319e+00	-1.956603e-01	nan	57.579000
BVB	1	523000000	nan	6.637725e+00	1	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	12	11	13	13	0	9.079216e+00	8.015252e+00	8.318228e+00	7.973447e+00	-1.975186e-01	nan	57.814000
BVB	1	523040000	nan	6.270057e+00	1	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	13	12	12	13	0	8.008171e+00	4.560018e+00	9.488960e+00	9.503496e+00	-2.103606e-01	nan	54.771000
BVB	1	523080000	nan	2.890338e+00	1	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	14	10	13	13	0	5.961888e+00	2.231165e+00	-2.758473e-01	6.793772e+00	-2.592884e-01	nan	54.133000
BVB	1	523120000	nan	1.975825e+00	1	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	12	11	13	13	0	4.317904e+00	2.265380e+00	-2.859949e-01	3.868176e+00	-2.863389e-01	nan	48.188000
BVB	1	523160000	nan	1.257534e+00	1	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	11	10	13	12	0	2.983004e+00	2.670221e+00	-2.022360e-01	1.120003e+00	-2.833222e-01	nan	57.174000
BVB	1	523200000	nan	1.352261e+00	1	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	11	10	13	13	0	2.585378e+00	3.099151e+00	6.263933e-02	1.305429e+00	-2.912910e-01	nan	57.159000
BVB	1	523240000	nan	2.272966e+00	1	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	10	10	12	12	0	9.808538e-01	1.087511e+00	3.823159e+00	5.761870e+00	-2.885651e-01	nan	56.987000
BVB	1	523280000	nan	3.267828e+00	1	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	11	10	13	13	0	-1.745958e-01	3.613995e+00	6.841824e+00	6.319489e+00	-2.615696e-01	nan	39.828000
BVB	1	523320000	nan	3.245939e+00	1	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	11	11	11	13	13	0	-2.404206e-01	1.994464e+00	7.656895e+00	7.061146e+00	-2.423917e-01	nan	50.154000
BVB	1	523360000	nan	4.206628e+00	1	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	10	9	13	12	0	5.724660e+00	7.471182e-01	7.128231e+00	7.659703e+00	-2.265708e-01	nan	57.158000
BVB	1	523400000	nan	3.939624e+00	1	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	10	9	13	13	0	5.079620e+00	4.882261e-01	7.090841e+00	7.262471e+00	-2.230395e-01	nan	57.143000
