FAN	HALF	t	nss_mean	nss_nanmean	n_nan	n_subjects	n_reference	method	dt	n_norm	SIGMA_X	SIGMA_Y	SIGMA_T	dt_max	qf0	qf1	qf2	qf3	qf4	qf5	qf6	qf7	qf8	nss0	nss1	nss2	nss3	nss4	nss5	nss6	nss7	nss8	total_time
FCB	1	1008040000	5.212605e+00	5.212605e+00	0	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	12	12	9	11	12	13	12	12	8.593733e+00	7.652765e+00	6.096170e+00	1.693115e+00	8.039263e+00	6.365298e+00	8.951521e+00	-2.312363e-01	-2.471808e-01	45.142000
FCB	1	1008080000	5.120379e+00	5.120379e+00	0	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	11	11	9	12	12	12	13	12	8.553413e+00	7.723288e+00	6.570294e+00	-3.818529e-02	8.098044e+00	6.590618e+00	9.063307e+00	-2.288042e-01	-2.485596e-01	55.536000
FCB	1	1008120000	5.118868e+00	5.118868e+00	0	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	11	13	8	11	12	13	13	12	8.420635e+00	7.208214e+00	6.523686e+00	2.746372e-03	8.238272e+00	7.089207e+00	9.066113e+00	-2.293560e-01	-2.497060e-01	46.005000
FCB	1	1008160000	5.395171e+00	5.395171e+00	0	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	11	12	9	12	13	12	13	11	8.780379e+00	7.244420e+00	5.890264e+00	1.979839e+00	8.235956e+00	7.075764e+00	9.114849e+00	4.688818e-01	-2.338128e-01	60.559000
FCB	1	1008200000	6.123134e+00	6.123134e+00	0	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	12	14	8	11	12	12	13	11	8.815334e+00	7.538446e+00	5.931882e+00	7.108844e+00	8.475503e+00	7.243654e+00	9.190373e+00	1.024310e+00	-2.201355e-01	56.191000
FCB	1	1008240000	5.882221e+00	5.882221e+00	0	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	13	13	7	13	13	13	13	11	8.419493e+00	7.826280e+00	5.339332e+00	6.803258e+00	7.946005e+00	6.389318e+00	9.020369e+00	1.416739e+00	-2.208023e-01	54.771000
FCB	1	1008280000	5.844841e+00	5.844841e+00	0	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	12	13	8	12	12	12	12	11	7.825434e+00	8.120104e+00	4.931201e+00	6.769977e+00	8.312230e+00	5.621355e+00	8.939877e+00	2.303379e+00	-2.199892e-01	54.179000
FCB	1	1008320000	5.840231e+00	5.840231e+00	0	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	12	13	8	13	12	11	13	12	7.395856e+00	7.809393e+00	4.923804e+00	7.955341e+00	7.986165e+00	4.902066e+00	8.763969e+00	3.045308e+00	-2.198254e-01	57.969000
FCB	1	1008360000	5.935458e+00	5.935458e+00	0	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	12	12	9	13	13	11	12	11	7.737594e+00	7.571166e+00	4.541801e+00	7.983643e+00	8.133068e+00	4.996361e+00	8.920293e+00	3.753436e+00	-2.182359e-01	54.974000
FCB	1	1008400000	6.177351e+00	6.177351e+00	0	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	13	13	9	12	12	11	13	13	8.370516e+00	7.831954e+00	4.456059e+00	8.056784e+00	9.177795e+00	4.821482e+00	9.100275e+00	3.995325e+00	-2.140354e-01	58.438000
FCB	1	1008440000	6.653335e+00	6.653335e+00	0	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	13	12	9	13	12	11	12	13	9.110094e+00	8.180569e+00	4.614863e+00	6.265085e+00	9.299109e+00	4.797026e+00	9.286150e+00	8.539263e+00	-2.121471e-01	62.696000
FCB	1	1008480000	6.427135e+00	6.427135e+00	0	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	12	12	8	12	12	10	13	12	9.027817e+00	8.277597e+00	4.998358e+00	4.367988e+00	9.304671e+00	4.480149e+00	9.209163e+00	8.391864e+00	-2.133960e-01	57.236000
FCB	1	1008520000	6.241429e+00	6.241429e+00	0	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	13	13	8	13	11	12	13	12	8.939602e+00	8.397059e+00	5.664974e+00	2.234915e-01	9.393429e+00	6.295702e+00	9.487629e+00	7.986456e+00	-2.154832e-01	59.108000
FCB	1	1008560000	6.444161e+00	6.444161e+00	0	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	12	13	9	13	10	12	12	12	9.076764e+00	8.915203e+00	5.868624e+00	8.286844e-01	9.326726e+00	6.813521e+00	9.524607e+00	7.856548e+00	-2.132274e-01	54.194000
