FAN	HALF	t	nss_mean	nss_nanmean	n_nan	n_subjects	n_reference	method	dt	n_norm	SIGMA_X	SIGMA_Y	SIGMA_T	dt_max	qf0	qf1	qf2	qf3	qf4	qf5	qf6	qf7	qf8	nss0	nss1	nss2	nss3	nss4	nss5	nss6	nss7	nss8	total_time
FCB	1	2497240000	5.236386e-01	5.236386e-01	0	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	13	12	11	12	13	9	13	12	3.121153e-02	1.099396e+00	3.862907e-01	1.642119e+00	3.393430e-01	1.313169e-01	1.144694e+00	5.851121e-02	-1.201356e-01	61.460000
FCB	1	2497280000	3.382921e-01	3.382921e-01	0	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	12	12	12	12	13	9	13	12	4.922881e-02	-4.174369e-01	4.399284e-01	1.414832e+00	3.397789e-01	4.474648e-01	7.671176e-01	1.928508e-01	-1.891363e-01	52.057000
FCB	1	2497320000	3.495051e-01	3.495051e-01	0	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	13	13	10	13	12	10	12	13	9.511487e-02	-4.282720e-01	2.652542e-01	1.238728e+00	2.365367e-01	4.585612e-01	7.680866e-01	5.885243e-01	-7.698853e-02	59.530000
FCB	1	2497360000	2.323094e-01	2.323094e-01	0	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	12	13	12	12	13	10	13	12	-6.930239e-02	-4.446080e-01	3.997941e-02	-4.773772e-01	-1.160290e-01	3.155046e-01	8.096104e-01	3.699782e-01	1.663028e+00	54.475000
FCB	1	2497400000	2.825344e-01	2.825344e-01	0	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	10	12	11	13	12	11	12	13	-2.839923e-01	-4.267263e-01	-1.875420e-01	-4.655325e-01	-3.299584e-01	1.132835e+00	8.239120e-01	-1.023712e-01	2.382185e+00	54.522000
FCB	1	2497440000	3.726153e-01	3.726153e-01	0	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	9	12	8	12	13	12	13	12	-3.322246e-01	-4.162370e-01	-9.511841e-02	-4.553047e-01	-3.433455e-01	1.572468e+00	8.630013e-01	-1.239587e-01	2.684257e+00	53.103000
FCB	1	2497480000	7.247591e-01	7.247591e-01	0	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	8	11	7	12	13	12	12	13	-3.100802e-01	-4.052652e-01	-3.082948e-02	-4.340988e-01	-3.051344e-01	3.198037e+00	1.471926e+00	-9.728773e-02	3.435565e+00	52.603000
FCB	1	2497520000	6.469427e-01	6.469427e-01	0	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	11	9	11	5	13	12	12	13	13	-3.170202e-01	-4.035789e-01	-5.007698e-02	-4.045528e-01	-3.309289e-01	1.195712e+00	2.306983e+00	-1.181497e-01	3.944097e+00	55.848000
FCB	1	2497560000	1.542003e+00	1.542003e+00	0	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	11	8	11	3	12	13	11	13	12	-2.660569e-01	3.712216e+00	-4.514064e-02	-4.046426e-01	-3.006289e-01	1.930549e+00	4.465476e+00	-9.434260e-02	4.880602e+00	52.634000
FCB	1	2497600000	nan	1.295084e+00	1	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	10	11	1	13	12	12	13	13	-2.334828e-01	5.410197e-01	-5.912538e-02	nan	-2.908291e-01	1.800575e+00	4.091676e+00	-9.326807e-02	4.604103e+00	51.137000
FCB	1	2497640000	nan	1.370226e+00	1	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	11	9	13	1	13	13	13	13	12	-1.359534e-01	3.036059e-01	-4.667999e-02	nan	-2.750268e-01	2.578301e+00	4.145417e+00	-8.304243e-02	4.475184e+00	50.466000
FCB	1	2497680000	nan	1.519337e+00	1	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	10	12	1	12	13	13	12	12	-9.375108e-02	3.395307e-01	2.945381e-02	nan	-2.483690e-01	3.274137e+00	3.736351e+00	3.200693e-03	5.114144e+00	50.466000
FCB	1	2497720000	1.366961e+00	1.366961e+00	0	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	10	13	2	13	12	13	13	10	-4.684015e-02	4.061441e-01	6.089282e-02	-4.015571e-01	-2.457587e-01	3.297323e+00	3.894106e+00	3.982537e-02	5.298509e+00	55.833000
FCB	1	2497760000	1.082775e+00	1.082775e+00	0	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	10	13	2	12	13	12	13	9	2.529915e-01	5.834197e-01	6.208766e-02	-4.017485e-01	-2.745699e-01	2.177874e+00	2.953597e+00	6.160414e-02	4.329718e+00	55.645000
FCB	1	2497800000	8.589326e-01	8.589326e-01	0	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	12	12	3	13	12	13	12	10	2.195378e-01	6.517661e-01	1.719860e-01	-4.313791e-01	-3.066261e-01	1.239739e+00	1.738465e+00	1.183479e-01	4.328557e+00	56.269000
FCB	1	2497840000	9.845412e-02	9.845412e-02	0	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	13	13	6	13	13	13	12	9	-2.167008e-02	8.014335e-01	1.346045e-01	-4.314749e-01	-2.757548e-01	4.992286e-01	5.239000e-01	8.163536e-02	-4.258151e-01	55.723000
FCB	1	2497880000	4.924628e-01	4.924628e-01	0	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	12	12	6	12	13	13	13	9	-2.040194e-01	1.374820e+00	9.444104e-02	-4.410463e-01	-2.718454e-01	1.256582e+00	2.247187e+00	4.071435e-02	3.353312e-01	53.867000
FCB	1	2497920000	1.091332e+00	1.091332e+00	0	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	13	13	6	13	11	13	13	11	-2.445904e-01	1.859082e+00	4.440880e-02	-3.860242e-01	-2.427129e-01	1.888884e+00	2.847253e+00	9.566134e-03	4.046126e+00	57.158000
FCB	1	2497960000	1.267512e+00	1.267512e+00	0	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	12	13	7	13	11	10	12	11	-2.416923e-01	2.313858e+00	2.041058e-01	5.967138e-01	-2.667412e-01	1.463296e+00	3.435231e+00	-1.365578e-01	4.039394e+00	54.740000
FCB	1	2498000000	1.249037e+00	1.249037e+00	0	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	13	13	7	12	10	8	13	12	-1.967690e-01	2.821309e+00	3.069397e-01	6.258999e-01	-2.491882e-01	5.033342e-01	3.364392e+00	-8.143436e-02	4.146854e+00	57.674000
