FAN	HALF	t	nss_mean	nss_nanmean	n_nan	n_subjects	n_reference	method	dt	n_norm	SIGMA_X	SIGMA_Y	SIGMA_T	dt_max	qf0	qf1	qf2	qf3	qf4	qf5	qf6	qf7	qf8	nss0	nss1	nss2	nss3	nss4	nss5	nss6	nss7	nss8	total_time
FCB	1	492880000	6.842353e+00	6.842353e+00	0	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	10	8	12	9	10	12	12	12	12	9.335004e+00	9.311085e+00	8.250605e+00	8.559071e+00	8.334731e+00	8.326584e+00	9.199175e+00	1.983443e-01	6.658118e-02	26.164000
FCB	1	492920000	6.293482e+00	6.293482e+00	0	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	10	6	10	11	11	12	13	13	12	7.452977e+00	7.899002e+00	7.990319e+00	8.061703e+00	8.853628e+00	7.417494e+00	9.157219e+00	-5.494393e-02	-1.360584e-01	26.255000
FCB	1	492960000	nan	5.792715e+00	1	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	9	7	11	11	12	12	12	12	11	6.411139e+00	nan	7.174975e+00	6.904241e+00	8.591491e+00	8.318252e+00	9.094663e+00	-7.108370e-02	-8.195713e-02	23.119000
FCB	1	493000000	6.000458e+00	6.000458e+00	0	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	11	6	11	11	11	11	12	13	11	5.616223e+00	-1.368918e-01	6.599569e+00	4.765714e+00	8.656239e+00	8.481610e+00	9.244242e+00	8.085726e+00	2.691689e+00	26.021000
FCB	1	493040000	6.157786e+00	6.157786e+00	0	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	11	7	12	12	9	9	13	13	12	5.481856e+00	-1.372532e-01	7.243091e+00	5.009796e+00	8.701287e+00	8.251374e+00	8.728149e+00	6.549427e+00	5.592350e+00	26.335000
FCB	1	493080000	5.710415e+00	5.710415e+00	0	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	10	12	10	6	7	12	12	12	5.532294e+00	7.773805e+00	7.715336e+00	3.498059e+00	2.086939e+00	7.849759e+00	7.411952e+00	4.714362e+00	4.811228e+00	26.379000
FCB	1	493120000	nan	5.245008e+00	1	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	12	12	10	6	6	13	12	13	5.365129e+00	7.960302e+00	5.903827e+00	3.703750e+00	nan	3.281824e+00	7.642430e+00	5.043840e+00	3.058965e+00	23.229000
FCB	1	493160000	nan	5.665555e+00	2	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	14	13	8	5	5	12	12	12	5.923719e+00	7.864695e+00	4.959488e+00	3.718930e+00	nan	nan	7.776153e+00	5.266341e+00	4.149559e+00	20.298000
FCB	1	493200000	4.130620e+00	4.130620e+00	0	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	13	13	9	7	5	13	13	12	5.977897e+00	7.453952e+00	4.411786e+00	3.233441e+00	-2.390751e-01	-2.651107e-01	7.378805e+00	5.235726e+00	3.988157e+00	27.364000
FCB	1	493240000	4.130768e+00	4.130768e+00	0	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	12	13	8	9	8	13	12	13	6.096352e+00	7.365838e+00	4.357254e+00	3.381837e+00	-2.308931e-01	-2.658677e-01	7.245516e+00	4.995695e+00	4.231184e+00	38.191000
FCB	1	493280000	4.129540e+00	4.129540e+00	0	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	12	13	8	11	9	12	12	10	5.841704e+00	7.555524e+00	4.398290e+00	3.437816e+00	-2.123775e-01	-1.997500e-01	7.305910e+00	5.130827e+00	3.907918e+00	79.604000
