FAN	HALF	t	nss_mean	nss_nanmean	n_nan	n_subjects	n_reference	method	dt	n_norm	SIGMA_X	SIGMA_Y	SIGMA_T	dt_max	qf0	qf1	qf2	qf3	qf4	qf5	qf6	qf7	qf8	nss0	nss1	nss2	nss3	nss4	nss5	nss6	nss7	nss8	total_time
FCB	1	750000000	nan	6.596675e-01	1	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	13	12	8	11	12	10	12	0	1.739957e-01	1.579498e-01	-4.327433e-01	-4.385536e-01	3.205114e+00	-1.967083e-01	3.047276e+00	-2.389891e-01	nan	54.257000
FCB	1	750040000	nan	6.436705e-01	1	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	12	12	7	12	12	10	11	0	1.754015e-01	-3.984215e-01	-4.277402e-01	8.633869e-01	2.570778e+00	3.824190e-01	2.255036e+00	-2.714962e-01	nan	70.185000
FCB	1	750080000	nan	3.208090e-01	1	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	13	11	7	11	13	10	11	0	1.863953e-01	-4.412700e-01	-4.524358e-01	-3.947054e-01	2.151001e+00	1.640231e-01	1.672921e+00	-3.194569e-01	nan	47.549000
FCB	1	750120000	nan	-1.563317e-01	1	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	13	12	7	12	12	7	13	0	2.841515e-01	-4.505580e-01	-4.597346e-01	-4.568388e-01	5.180239e-01	6.327708e-02	-4.154926e-01	-3.334820e-01	nan	47.581000
FCB	1	750160000	nan	-8.041794e-02	2	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	12	11	8	12	13	7	12	0	7.541682e-01	-4.300695e-01	-4.386775e-01	-4.179411e-01	-3.687328e-01	6.230121e-01	nan	-2.846850e-01	nan	44.101000
FCB	1	750200000	nan	-8.898565e-02	2	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	11	13	12	9	13	13	6	13	0	7.302631e-01	-4.291027e-01	-4.385909e-01	-9.066784e-02	-3.603955e-01	2.225566e-01	nan	-2.569623e-01	nan	43.291000
FCB	1	750240000	nan	1.866631e-01	1	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	10	12	13	9	13	11	7	13	0	6.702797e-01	-4.341410e-01	-4.414743e-01	7.970006e-01	1.603351e+00	-6.260406e-02	-4.570662e-01	-1.820409e-01	nan	47.659000
FCB	1	750280000	nan	4.479434e-01	1	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	10	12	12	10	12	12	8	12	0	1.899702e+00	-4.540828e-01	-4.537276e-01	1.918459e+00	5.109028e-01	-2.702008e-01	-4.437642e-01	8.762587e-01	nan	48.079000
FCB	1	750320000	nan	8.695482e-01	1	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	11	13	13	10	13	11	8	13	0	2.496200e+00	-4.258109e-01	-4.281720e-01	4.727408e+00	-2.517553e-01	-2.496349e-01	-3.685171e-01	1.456668e+00	nan	48.157000
FCB	1	750360000	nan	1.116367e+00	1	9	8	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	10	12	13	12	13	11	7	12	1	4.251048e+00	-3.972745e-01	-3.947343e-01	5.272896e+00	-2.233066e-01	-3.371574e-01	-4.096400e-01	1.169108e+00	nan	48.423000
