FAN	HALF	t	nss_mean	nss_nanmean	n_nan	n_subjects	n_reference	method	dt	n_norm	SIGMA_X	SIGMA_Y	SIGMA_T	dt_max	qf0	qf1	qf2	qf3	qf4	qf5	nss0	nss1	nss2	nss3	nss4	nss5	total_time
BVB	1	2250000000	nan	6.445029e-01	1	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	13	11	0	13	10	-2.534431e-01	-3.347641e-01	-3.213463e-01	nan	1.730666e+00	2.401402e+00	35.742000
BVB	1	2250040000	nan	6.309211e-01	1	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	13	12	0	12	7	2.082177e-01	-3.079398e-01	-2.869612e-01	nan	1.188319e+00	2.352970e+00	42.931000
BVB	1	2250080000	nan	1.168302e+00	1	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	13	11	0	13	5	1.169702e+00	3.024039e+00	-2.362113e-01	nan	2.170554e-01	1.666926e+00	31.964000
BVB	1	2250120000	nan	1.788523e+00	2	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	12	12	0	13	6	4.085717e+00	3.326128e+00	-2.204458e-01	nan	-3.730592e-02	nan	24.242000
BVB	1	2250160000	nan	1.158905e+00	1	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	11	12	0	12	4	3.014995e+00	2.878927e+00	-2.297661e-01	nan	4.552604e-01	-3.248907e-01	26.208000
BVB	1	2250200000	nan	4.819098e-01	1	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	11	12	0	12	6	9.280785e-01	2.270020e+00	-2.733835e-01	nan	-1.881492e-01	-3.270165e-01	28.252000
BVB	1	2250240000	nan	2.660804e-01	1	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	11	13	0	12	8	6.335231e-01	1.508517e+00	-3.063812e-01	nan	-1.759392e-01	-3.293177e-01	26.458000
BVB	1	2250280000	nan	2.783496e-01	1	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	9	12	0	13	9	1.083695e+00	1.097417e+00	-3.071963e-01	nan	-1.519076e-01	-3.302604e-01	26.879000
BVB	1	2250320000	nan	4.664985e-01	1	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	8	13	0	12	8	2.125819e+00	9.048974e-01	-2.730357e-01	nan	-6.547217e-02	-3.597157e-01	30.779000
BVB	1	2250360000	nan	3.361239e-01	1	6	5	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	5	13	0	12	8	1.740103e-01	1.948542e+00	-2.524489e-01	nan	1.532934e-01	-3.427774e-01	26.380000
