"","Movie","X","trials.thisRepN","trials.thisTrialN","trials.thisN","trials.thisIndex","trials_2.thisRepN","trials_2.thisTrialN","trials_2.thisN","trials_2.thisIndex","trials_3.thisRepN","trials_3.thisTrialN","trials_3.thisN","trials_3.thisIndex","key_resp_4.keys","key_resp_4.rt","key_resp_6.keys","key_resp_6.rt","key_resp_9.keys","key_resp_9.rt","key_resp_10.keys","key_resp_10.rt","key_resp_11.keys","key_resp_11.rt","key_resp_12.keys","key_resp_12.rt","date","expName","session","participant","X.1","testTime","testType","fan","konfidenz","team","correct","PC","Strafraum","Ballbesitz","Boundary","interval","FanEB"
"11","E_D_01.avi",1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,9.00349457822,1,2.84419137069,NA,NA,NA,NA,NA,NA,NA,NA,"2013_Mai_25_2309","PostTest",1,1,NA,1,"Ecken","BVB",1,"BVB","Kopf",1,1,"BVB --> FCB",1,35,"FCB"
"12","E_D_01.avi",540,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,6.66012579811,4,5.28814779532,NA,NA,NA,NA,NA,NA,NA,NA,"2013_Jun_06_1539","PostTest",1,8,NA,2,"Ecken","FCB",4,"BVB","Kopf",1,1,"BVB --> FCB",1,35,"FCB"
"13","E_D_01.avi",3843,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,2.84472439933,5,4.80259753684,NA,NA,NA,NA,NA,NA,NA,NA,"2013_Jun_03_0805","PostTest",1,56,NA,2,"Ecken","FCB",5,"BVB","Kopf",1,1,"BVB --> FCB",1,35,"FCB"
"14","E_D_01.avi",4151,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,5.43926700181,2,6.04039815116,NA,NA,NA,NA,NA,NA,NA,NA,"2013_Jun_03_0930","PostTest",1,60,NA,2,"Ecken","BVB",2,"BVB","Kopf",0,1,"BVB --> FCB",1,35,"FCB"
"15","E_D_01.avi",1379,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,52.2445606914,1,51.1396099225,NA,NA,NA,NA,NA,NA,NA,NA,"2013_Mai_25_2308","PostTest",1,34,NA,1,"Ecken","BVB",1,"BVB","Kopf",0,1,"BVB --> FCB",1,35,"FCB"
"16","E_D_01.avi",690,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,10.8405749893,4,12.5441934659,NA,NA,NA,NA,NA,NA,NA,NA,"2013_Mai_25_2304","PostTest",1,21,NA,1,"Ecken","FCB",4,"BVB","Kopf",0,1,"BVB --> FCB",1,35,"FCB"
"17","E_D_01.avi",2919,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,2.4433256182,3,3.24627878683,NA,NA,NA,NA,NA,NA,NA,NA,"2013_Jun_04_1603","PostTest",1,41,NA,2,"Ecken","FCB",3,"BVB","Kopf",1,1,"BVB --> FCB",1,35,"FCB"
"18","E_D_01.avi",3227,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,1.84086999884,3,1.4559207944,NA,NA,NA,NA,NA,NA,NA,NA,"2013_Jun_05_1401","PostTest",1,47,NA,2,"Ecken","FCB",3,"BVB","Kopf",1,1,"BVB --> FCB",1,35,"FCB"
"19","E_D_01.avi",1273,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,16.2155516972,2,5.80674974054,NA,NA,NA,NA,NA,NA,NA,NA,"2013_Mai_25_2308","PostTest",1,32,NA,1,"Ecken","BVB",2,"BVB","Kopf",1,1,"BVB --> FCB",1,35,"FCB"
"20","E_D_01.avi",2386,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,9.20453241962,3,7.61170204593,NA,NA,NA,NA,NA,NA,NA,NA,"2013_Mai_25_2304","PostTest",1,53,NA,1,"Ecken","FCB",3,"BVB","Kopf",1,1,"BVB --> FCB",1,35,"FCB"
"21","E_D_01.avi",2996,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1.74018792891,3,2.24244617682,NA,NA,NA,NA,NA,NA,NA,NA,"2013_Jun_04_0925","PostTest",1,43,NA,2,"Ecken","FCB",3,"BVB","Kopf",0,1,"BVB --> FCB",1,35,"FCB"
"22","E_D_01.avi",4228,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,4.01610428141,3,4.91975348822,NA,NA,NA,NA,NA,NA,NA,NA,"2013_Jun_04_1926","PostTest",1,61,NA,2,"Ecken","FCB",3,"BVB","Kopf",1,1,"BVB --> FCB",1,35,"FCB"
"23","E_D_01.avi",3997,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,2.81143469352,3,1.85735868665,NA,NA,NA,NA,NA,NA,NA,NA,"2013_Jun_04_0905","PostTest",1,58,NA,2,"Ecken","BVB",3,"BVB","Kopf",0,1,"BVB --> FCB",1,35,"FCB"
"24","E_D_01.avi",849,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,11.440452348,1,2.98981658283,NA,NA,NA,NA,NA,NA,NA,NA,"2013_Mai_25_2307","PostTest",1,24,NA,1,"Ecken","BVB",1,"BVB","Kopf",0,1,"BVB --> FCB",1,35,"FCB"
"25","E_D_01.avi",2598,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,4.69529598036,5,2.81035760132,NA,NA,NA,NA,NA,NA,NA,NA,"2013_Mai_25_2305","PostTest",1,57,NA,1,"Ecken","FCB",5,"BVB","Kopf",0,1,"BVB --> FCB",1,35,"FCB"
"26","E_D_01.avi",372,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,4.28198388343,3,2.56556154483,NA,NA,NA,NA,NA,NA,NA,NA,"2013_Mai_25_2305","PostTest",1,16,NA,1,"Ecken","FCB",3,"BVB","Kopf",1,1,"BVB --> FCB",1,35,"FCB"
"27","E_D_01.avi",743,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,3.77505912064,5,4.87742995269,NA,NA,NA,NA,NA,NA,NA,NA,"2013_Mai_25_2304","PostTest",1,22,NA,1,"Ecken","FCB",5,"BVB","Kopf",1,1,"BVB --> FCB",1,35,"FCB"
"28","E_D_01.avi",3304,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,2.79468787234,3,1.87423680943,NA,NA,NA,NA,NA,NA,NA,NA,"2013_Jun_04_1603","PostTest",1,48,NA,2,"Ecken","FCB",3,"BVB","Kopf",1,1,"BVB --> FCB",1,35,"FCB"
"29","E_D_01.avi",2688,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,1.62310489182,4,4.78594262679,NA,NA,NA,NA,NA,NA,NA,NA,"2013_Jun_03_1017","PostTest",1,38,NA,2,"Ecken","BVB",4,"BVB","Kopf",1,1,"BVB --> FCB",1,35,"FCB"
"30","E_D_01.avi",2439,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,3.54180601166,4,4.20993673777,NA,NA,NA,NA,NA,NA,NA,NA,"2013_Mai_25_2303","PostTest",1,54,NA,1,"Ecken","BVB",4,"BVB","Kopf",1,1,"BVB --> FCB",1,35,"FCB"
"31","E_D_01.avi",637,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,11.9717199811,1,2.68440387478,NA,NA,NA,NA,NA,NA,NA,NA,"2013_Mai_25_2304","PostTest",1,20,NA,1,"Ecken","FCB",1,"BVB","Kopf",0,1,"BVB --> FCB",1,35,"FCB"
"32","E_D_01.avi",213,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,7.52041251053,3,2.96900723416,NA,NA,NA,NA,NA,NA,NA,NA,"2013_Mai_25_2306","PostTest",1,13,NA,1,"Ecken","FCB",3,"BVB","Kopf",1,1,"BVB --> FCB",1,35,"FCB"
"33","E_D_01.avi",2611,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,6.89439663421,1,1.52287902513,NA,NA,NA,NA,NA,NA,NA,NA,"2013_Jun_03_1100","PostTest",1,36,NA,2,"Ecken","BVB",1,"BVB","Kopf",0,1,"BVB --> FCB",1,35,"FCB"
"34","E_D_01.avi",584,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,7.54541149783,4,2.94449741517,NA,NA,NA,NA,NA,NA,NA,NA,"2013_Mai_25_2308","PostTest",1,2,NA,1,"Ecken","FCB",4,"BVB","Kopf",1,1,"BVB --> FCB",1,35,"FCB"
"35","E_D_01.avi",2280,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,9.79133297668,2,7.74556179626,NA,NA,NA,NA,NA,NA,NA,NA,"2013_Mai_25_2304","PostTest",1,51,NA,1,"Ecken","FCB",2,"BVB","Kopf",1,1,"BVB --> FCB",1,35,"FCB"
"36","E_D_01.avi",107,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,4.32607133029,2,3.47412841576,NA,NA,NA,NA,NA,NA,NA,NA,"2013_Mai_25_2305","PostTest",1,11,NA,1,"Ecken","FCB",2,"BVB","Kopf",1,1,"BVB --> FCB",1,35,"FCB"
"37","E_D_01.avi",1533,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,5.73990744634,3,4.31713220535,NA,NA,NA,NA,NA,NA,NA,NA,"2013_Jun_04_1322","PostTest",1,22,NA,2,"Ecken","FCB",3,"BVB","Kopf",1,1,"BVB --> FCB",1,35,"FCB"
"38","E_D_01.avi",1918,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,6.74397081193,5,5.02022044701,NA,NA,NA,NA,NA,NA,NA,NA,"2013_Jun_05_1419","PostTest",1,15,NA,2,"Ecken","FCB",5,"BVB","Kopf",0,1,"BVB --> FCB",1,35,"FCB"
"39","E_D_01.avi",2534,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,4.18374542016,4,2.4931682658,NA,NA,NA,NA,NA,NA,NA,NA,"2013_Jun_03_1558","PostTest",1,35,NA,2,"Ecken","FCB",4,"BVB","Kopf",1,1,"BVB --> FCB",1,35,"FCB"
"40","E_D_01.avi",796,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,6.16979141204,3,5.01294158894,NA,NA,NA,NA,NA,NA,NA,NA,"2013_Mai_25_2303","PostTest",1,23,NA,1,"Ecken","BVB",3,"BVB","Kopf",1,1,"BVB --> FCB",1,35,"FCB"
"41","E_D_01.avi",2492,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,5.23840264615,3,4.53197675962,NA,NA,NA,NA,NA,NA,NA,NA,"2013_Mai_25_2303","PostTest",1,55,NA,1,"Ecken","FCB",3,"BVB","Kopf",1,1,"BVB --> FCB",1,35,"FCB"
"42","E_D_01.avi",78,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,8.31707270058,2,2.09141413224,NA,NA,NA,NA,NA,NA,NA,NA,"2013_Jun_03_1707","PostTest",1,2,NA,2,"Ecken","FCB",2,"BVB","Kopf",1,1,"BVB --> FCB",1,35,"FCB"
"43","E_D_01.avi",2863,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,5.44550326927,3,3.3068733596,NA,NA,NA,NA,NA,NA,NA,NA,"2013_Mai_25_2307","PostTest",1,61,NA,1,"Ecken","FCB",3,"BVB","Kopf",0,1,"BVB --> FCB",1,35,"FCB"
"44","E_D_01.avi",3073,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,3.21288264291,3,2.30942535993,NA,NA,NA,NA,NA,NA,NA,NA,"2013_Jun_03_0902","PostTest",1,44,NA,2,"Ecken","BVB",3,"BVB","Kopf",1,1,"BVB --> FCB",1,35,"FCB"
"45","E_D_01.avi",2457,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,5.40525429908,1,3.07897819416,NA,NA,NA,NA,NA,NA,NA,NA,"2013_Jun_04_1339","PostTest",1,34,NA,2,"Ecken","BVB",1,"BVB","Kopf",0,1,"BVB --> FCB",1,35,"FCB"
"46","E_D_01.avi",1764,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,5.20450671803,1,3.31314343024,NA,NA,NA,NA,NA,NA,NA,NA,"2013_Jun_03_1121","PostTest",1,25,NA,2,"Ecken","BVB",1,"BVB","Kopf",0,1,"BVB --> FCB",1,35,"FCB"
"47","E_D_01.avi",1148,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,9.01962511995,3,4.68566284262,NA,NA,NA,NA,NA,NA,NA,NA,"2013_Jun_04_1337","PostTest",1,17,NA,2,"Ecken","FCB",3,"BVB","Kopf",0,1,"BVB --> FCB",1,35,"FCB"
"48","E_D_01.avi",1220,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,13.0862067665,3,3.29655612655,NA,NA,NA,NA,NA,NA,NA,NA,"2013_May_25_2308","PostTest",1,31,NA,1,"Ecken","FCB",3,"BVB","Kopf",0,1,"BVB --> FCB",1,35,"FCB"
"49","E_D_01.avi",160,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,8.30143356209,2,3.82473833965,NA,NA,NA,NA,NA,NA,NA,NA,"2013_Mai_25_2305","PostTest",1,12,NA,1,"Ecken","FCB",2,"BVB","Kopf",1,1,"BVB --> FCB",1,35,"FCB"
"50","E_D_01.avi",54,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,3.27392419986,3,2.43851774457,NA,NA,NA,NA,NA,NA,NA,NA,"2013_Mai_25_2304","PostTest",1,10,NA,1,"Ecken","FCB",3,"BVB","Kopf",1,1,"BVB --> FCB",1,35,"FCB"
"51","E_D_01.avi",1962,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,3.44087949725,1,2.30501781651,NA,NA,NA,NA,NA,NA,NA,NA,"2013_Mai_25_2307","PostTest",1,45,NA,1,"Ecken","FCB",1,"BVB","Kopf",0,1,"BVB --> FCB",1,35,"FCB"
"52","E_D_01.avi",1071,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,3.27996379428,1,1.68990025269,NA,NA,NA,NA,NA,NA,NA,NA,"2013_Jun_03_1557","PostTest",1,16,NA,2,"Ecken","FCB",1,"BVB","Kopf",1,1,"BVB --> FCB",1,35,"FCB"
"53","E_D_01.avi",1456,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,12.3998139428,1,8.66800221816,NA,NA,NA,NA,NA,NA,NA,NA,"2013_Jun_04_1337","PostTest",1,21,NA,2,"Ecken","FCB",1,"BVB","Kopf",0,1,"BVB --> FCB",1,35,"FCB"
"54","E_D_01.avi",2303,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,3.12915580053,4,2.84472411996,NA,NA,NA,NA,NA,NA,NA,NA,"2013_Jun_04_1959","PostTest",1,32,NA,2,"Ecken","BVB",4,"BVB","Kopf",1,1,"BVB --> FCB",1,35,"FCB"
"55","E_D_01.avi",1432,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,2.34272624035,5,2.44340719281,NA,NA,NA,NA,NA,NA,NA,NA,"2013_May_25_2308","PostTest",1,35,NA,1,"Ecken","FCB",5,"BVB","Kopf",0,1,"BVB --> FCB",1,35,"FCB"
"56","E_D_01.avi",319,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,15.3042495624,2,9.26352902394,NA,NA,NA,NA,NA,NA,NA,NA,"2013_Mai_25_2309","PostTest",1,15,NA,1,"Ecken","FCB",2,"BVB","Kopf",0,1,"BVB --> FCB",1,35,"FCB"
"57","E_D_01.avi",463,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,2.04166535132,4,4.5514714859,NA,NA,NA,NA,NA,NA,NA,NA,"2013_Jun_05_1650","PostTest",1,7,NA,2,"Ecken","BVB",4,"BVB","Kopf",0,1,"BVB --> FCB",1,35,"FCB"
"58","E_D_01.avi",3535,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,17.4035493338,2,4.11675087197,NA,NA,NA,NA,NA,NA,NA,NA,"2013_Jun_05_1605","PostTest",1,51,NA,2,"Ecken","FCB",2,"BVB","Kopf",1,1,"BVB --> FCB",1,35,"FCB"
"59","E_D_01.avi",4074,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,24.1976737267,4,3.09589989789,NA,NA,NA,NA,NA,NA,NA,NA,"2013_Jun_03_0904","PostTest",1,59,NA,2,"Ecken","FCB",4,"BVB","Kopf",0,1,"BVB --> FCB",1,35,"FCB"
"60","E_D_01.avi",3458,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,4.80262463525,2,3.19631880588,NA,NA,NA,NA,NA,NA,NA,NA,"2013_Jun_04_1159","PostTest",1,50,NA,2,"Ecken","FCB",2,"BVB","Kopf",0,1,"BVB --> FCB",1,35,"FCB"
"61","E_D_01.avi",2842,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,2.86144607764,2,4.30058652706,NA,NA,NA,NA,NA,NA,NA,NA,"2013_Jun_03_1239","PostTest",1,40,NA,2,"Ecken","BVB",2,"BVB","Kopf",0,1,"BVB --> FCB",1,35,"FCB"
"62","E_D_01.avi",2068,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,2.55112180548,5,2.55092506898,NA,NA,NA,NA,NA,NA,NA,NA,"2013_Mai_25_2318","PostTest",1,48,NA,1,"Ecken","FCB",5,"BVB","Kopf",1,1,"BVB --> FCB",1,35,"FCB"
"63","E_D_01.avi",2149,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,1.32217111393,4,1.99117485602,NA,NA,NA,NA,NA,NA,NA,NA,"2013_Jun_05_1759","PostTest",1,30,NA,2,"Ecken","BVB",4,"BVB","Kopf",1,1,"BVB --> FCB",1,35,"FCB"
"64","E_D_01.avi",531,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,45.2842126583,1,2.94886556811,NA,NA,NA,NA,NA,NA,NA,NA,"2013_Mai_25_2304","PostTest",1,19,NA,1,"Ecken","FCB",1,"BVB","Kopf",1,1,"BVB --> FCB",1,35,"FCB"
"65","E_D_01.avi",2765,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,2.97876741318,3,1.57288146957,NA,NA,NA,NA,NA,NA,NA,NA,"2013_Jun_03_0954","PostTest",1,39,NA,2,"Ecken","FCB",3,"BVB","Kopf",1,1,"BVB --> FCB",1,35,"FCB"
"66","E_D_01.avi",1302,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,3.91582673217,1,1.42213577424,NA,NA,NA,NA,NA,NA,NA,NA,"2013_Jun_03_1134","PostTest",1,19,NA,2,"Ecken","FCB",1,"BVB","Kopf",0,1,"BVB --> FCB",1,35,"FCB"
"67","E_D_01.avi",1856,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,4.92932956563,3,3.23567967437,NA,NA,NA,NA,NA,NA,NA,NA,"2013_Mai_25_2305","PostTest",1,43,NA,1,"Ecken","FCB",3,"BVB","Kopf",1,1,"BVB --> FCB",1,35,"FCB"
"68","E_D_01.avi",2227,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,13.195455847,1,3.44073227184,NA,NA,NA,NA,NA,NA,NA,NA,"2013_Mai_25_2305","PostTest",1,50,NA,1,"Ecken","FCB",1,"BVB","Kopf",1,1,"BVB --> FCB",1,35,"FCB"
"69","E_D_01.avi",1841,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,11.0446587485,2,3.53065068326,NA,NA,NA,NA,NA,NA,NA,NA,"2013_Jun_11_1106","PostTest",1,26,NA,2,"Ecken","FCB",2,"BVB","Kopf",1,1,"BVB --> FCB",1,35,"FCB"
"70","E_D_01.avi",2072,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,1.93551442991,2,3.90519828637,NA,NA,NA,NA,NA,NA,NA,NA,"2013_Jun_14_1400","PostTest",1,29,NA,2,"Ecken","BVB",2,"BVB","Kopf",1,1,"BVB --> FCB",1,35,"FCB"
"71","E_D_01.avi",763,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,16.9015545272,3,3.64794603783,NA,NA,NA,NA,NA,NA,NA,NA,"2013_Jun_03_1001","PostTest",1,11,NA,2,"Ecken","FCB",3,"BVB","Kopf",1,1,"BVB --> FCB",1,35,"FCB"
"72","E_D_01.avi",2810,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,6.99865457761,2,4.04210618947,NA,NA,NA,NA,NA,NA,NA,NA,"2013_Mai_25_2306","PostTest",1,60,NA,1,"Ecken","BVB",2,"BVB","Kopf",1,1,"BVB --> FCB",1,35,"FCB"
"73","E_D_01.avi",1326,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,4.60586415313,1,2.09857733315,NA,NA,NA,NA,NA,NA,NA,NA,"2013_Mai_25_2308","PostTest",1,33,NA,1,"Ecken","BVB",1,"BVB","Kopf",0,1,"BVB --> FCB",1,35,"FCB"
"74","E_D_01.avi",1995,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,3.24652015829,4,3.96596802108,NA,NA,NA,NA,NA,NA,NA,NA,"2013_Jun_05_1107","PostTest",1,28,NA,2,"Ecken","BVB",4,"BVB","Kopf",0,1,"BVB --> FCB",1,35,"FCB"
"75","E_D_01.avi",902,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,5.29477796759,3,2.53896235415,NA,NA,NA,NA,NA,NA,NA,NA,"2013_Mai_25_2307","PostTest",1,25,NA,1,"Ecken","BVB",3,"BVB","Kopf",0,1,"BVB --> FCB",1,35,"FCB"
"76","E_D_01.avi",2380,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,2.54347438012,4,1.43914212561,NA,NA,NA,NA,NA,NA,NA,NA,"2013_Jun_03_1707","PostTest",1,33,NA,2,"Ecken","BVB",4,"BVB","Kopf",1,1,"BVB --> FCB",1,35,"FCB"
"77","E_D_01.avi",478,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,6.56451699867,4,4.61517427494,NA,NA,NA,NA,NA,NA,NA,NA,"2013_Mai_25_2304","PostTest",1,18,NA,1,"Ecken","FCB",4,"BVB","Kopf",1,1,"BVB --> FCB",1,35,"FCB"
"78","E_D_01.avi",1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,5.80690115643,1,1.40549567054,NA,NA,NA,NA,NA,NA,NA,NA,"2013_Jun_03_1501","PostTest",1,1,NA,2,"Ecken","BVB",1,"BVB","Kopf",1,1,"BVB --> FCB",1,35,"FCB"
"79","E_D_01.avi",1225,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,5.79002973842,1,1.82383319668,NA,NA,NA,NA,NA,NA,NA,NA,"2013_Jun_03_1559","PostTest",1,18,NA,2,"Ecken","FCB",1,"BVB","Kopf",0,1,"BVB --> FCB",1,35,"FCB"
"80","E_D_01.avi",3766,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1.60651842622,3,1.25479383553,NA,NA,NA,NA,NA,NA,NA,NA,"2013_Jun_03_1202","PostTest",1,55,NA,2,"Ecken","FCB",3,"BVB","Kopf",0,1,"BVB --> FCB",1,35,"FCB"
"81","E_D_01.avi",425,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,6.13134797858,2,7.07745006698,NA,NA,NA,NA,NA,NA,NA,NA,"2013_Mai_25_2305","PostTest",1,17,NA,1,"Ecken","FCB",2,"BVB","Kopf",0,1,"BVB --> FCB",1,35,"FCB"
"82","E_D_01.avi",2545,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,4.19139639256,4,8.93608293792,NA,NA,NA,NA,NA,NA,NA,NA,"2013_Mai_25_2304","PostTest",1,56,NA,1,"Ecken","FCB",4,"BVB","Kopf",1,1,"BVB --> FCB",1,35,"FCB"
